Xe, Dieterici eos, values of parameters a and b are close to those in Table 12
Dieterici
   10. 0.001
temp  200.000 K
cm^3/mol torr
    5.34692604501608E+03    2.21941498529296E+03
    5.32978846153846E+03    2.22584353918558E+03
    5.31276038338658E+03    2.23349216612617E+03
    5.29584076433121E+03    2.23946720332222E+03
    5.27902857142857E+03    2.24672733039951E+03
    5.26232278481013E+03    2.25383957859772E+03
    5.24572239747634E+03    2.25941646316983E+03
    5.22922641509434E+03    2.26600548873001E+03
    5.21283385579937E+03    2.27260655255431E+03
    5.19654375000000E+03    2.27926000913838E+03
    5.18035514018692E+03    2.28767669296640E+03
    5.16426708074534E+03    2.29278989036588E+03
    5.14827863777090E+03    2.29959999189075E+03
    5.13238888888889E+03    2.30839551460497E+03
    5.11659692307692E+03    2.31293062472521E+03
    5.10090184049080E+03    2.32091247757880E+03
    5.08530275229358E+03    2.32774251970290E+03
    5.06979878048780E+03    2.33512317031567E+03
    5.05438905775076E+03    2.34080782268981E+03
    5.03907272727273E+03    2.34680297279936E+03
    5.02384894259819E+03    2.35406469047357E+03
    5.00871686746988E+03    2.36126796215663E+03
    4.99367567567568E+03    2.36812344913018E+03
    4.97872455089820E+03    2.37377989041852E+03
    4.96386268656716E+03    2.38090874085985E+03
    4.94908928571429E+03    2.38872725035171E+03
    4.93440356083086E+03    2.39423867237413E+03
    4.91980473372781E+03    2.40120988242417E+03
    4.90529203539823E+03    2.40932038463429E+03
    4.89086470588235E+03    2.41537122834931E+03
    4.87652199413490E+03    2.42083416553714E+03
    4.86226315789474E+03    2.42795430282207E+03
    4.84808746355685E+03    2.43457735401972E+03
    4.83399418604651E+03    2.44297280283977E+03
    4.81998260869565E+03    2.44875713978039E+03
    4.80605202312139E+03    2.45641370071713E+03
    4.79220172910663E+03    2.46105479649897E+03
    4.77843103448276E+03    2.46846732849948E+03
    4.76473925501433E+03    2.47432223663504E+03
    4.75112571428571E+03    2.48179440071668E+03
    4.73758974358974E+03    2.48930476211628E+03
    4.72413068181818E+03    2.49497231920657E+03
    4.71074787535411E+03    2.50181003975874E+03
    4.69744067796610E+03    2.50761270041427E+03
    4.68420845070423E+03    2.51595718165200E+03
    4.67105056179775E+03    2.52126209858723E+03
    4.65796638655462E+03    2.52858265437448E+03
    4.64495530726257E+03    2.53608733001208E+03
    4.63201671309192E+03    2.54308469858005E+03
    4.61915000000000E+03    2.54928814917158E+03
    4.60635457063712E+03    2.55617164711744E+03
    4.59362983425414E+03    2.56349034282966E+03
    4.58097520661157E+03    2.56794852706621E+03
    4.56839010989011E+03    2.57627994108595E+03
    4.55587397260274E+03    2.58112931324094E+03
    4.54342622950820E+03    2.58809192637705E+03
    4.53104632152589E+03    2.59557796005064E+03
    4.51873369565217E+03    2.60120892301187E+03
    4.50648780487805E+03    2.60763514466180E+03
    4.49430810810811E+03    2.61624098898399E+03
    4.48219407008086E+03    2.62230785210724E+03
    4.47014516129032E+03    2.62929364892358E+03
    4.45816085790885E+03    2.63627898618091E+03
    4.44624064171123E+03    2.64235772110687E+03
    4.43438400000000E+03    2.64769327383170E+03
    4.42259042553191E+03    2.65460940487136E+03
    4.41085941644562E+03    2.66153914979117E+03
    4.39919047619048E+03    2.66800654427055E+03
    4.38758311345646E+03    2.67400402140492E+03
    4.37603684210526E+03    2.68295564833029E+03
    4.36455118110236E+03    2.68809299959691E+03
    4.35312565445026E+03    2.69430043896485E+03
    4.34175979112272E+03    2.70095461712661E+03
    4.33045312500000E+03    2.70935526412764E+03
    4.31920519480519E+03    2.71397548628931E+03
    4.30801554404145E+03    2.72096317917633E+03
    4.29688372093023E+03    2.72842219251245E+03
    4.28580927835052E+03    2.73533471225580E+03
    4.27479177377892E+03    2.74102586882522E+03
    4.26383076923077E+03    2.74710813516584E+03
    4.25292583120205E+03    2.75469700252636E+03
    4.24207653061224E+03    2.76094359001384E+03
    4.23128244274809E+03    2.76879503392413E+03
    4.22054314720812E+03    2.77313552679122E+03
    4.20985822784810E+03    2.78048209198900E+03
    4.19922727272727E+03    2.78830939582460E+03
    4.18864987405542E+03    2.79455785429063E+03
    4.17812562814070E+03    2.80200172064934E+03
    4.16765413533835E+03    2.80851637771204E+03
    4.15723500000000E+03    2.81410538314949E+03
    4.14686783042394E+03    2.82163339958284E+03
    4.13655223880597E+03    2.82593179687218E+03
    4.12628784119107E+03    2.83477036616523E+03
    4.11607425742574E+03    2.84131087515078E+03
    4.10591111111111E+03    2.84831838527237E+03
    4.09579802955665E+03    2.85267460978508E+03
    4.08573464373464E+03    2.86128204830824E+03
    4.07572058823529E+03    2.86666689321055E+03
    4.06575550122249E+03    2.87213426251993E+03
    4.05583902439024E+03    2.87977046079561E+03
    4.04597080291971E+03    2.88659393583789E+03
    4.03615048543689E+03    2.89354700513654E+03
    4.02637772397094E+03    2.89968185874617E+03
    4.01665217391304E+03    2.90498091936286E+03
    4.00697349397590E+03    2.91276252269091E+03
    3.99734134615385E+03    2.91993894773070E+03
    3.98775539568345E+03    2.92577933286855E+03
    3.97821531100478E+03    2.93273296442662E+03
    3.96872076372315E+03    2.93887647412188E+03
    3.95927142857143E+03    2.94542238416790E+03
    3.94986698337292E+03    2.95174293458649E+03
    3.94050710900474E+03    2.95754421953163E+03
    3.93119148936170E+03    2.96625540612613E+03
    3.92191981132075E+03    2.97249119589987E+03
    3.91269176470588E+03    2.97780779159024E+03
    3.90350704225352E+03    2.98410369661894E+03
    3.89436533957845E+03    2.99090877482975E+03
    3.88526635514019E+03    2.99873120473383E+03
    3.87620979020979E+03    3.00271765560986E+03
    3.86719534883721E+03    3.01180474724128E+03
    3.85822273781903E+03    3.01785541391884E+03
    3.84929166666667E+03    3.02217032429968E+03
    3.84040184757506E+03    3.03058123946959E+03
    3.83155299539170E+03    3.03606005483608E+03
    3.82274482758621E+03    3.04465632898139E+03
    3.81397706422018E+03    3.05068535658958E+03
    3.80524942791762E+03    3.05556039169692E+03
    3.79656164383562E+03    3.06416950904945E+03
    3.78791343963554E+03    3.06854927702747E+03
    3.77930454545455E+03    3.07500792803093E+03
    3.77073469387755E+03    3.08218568706078E+03
    3.76220361990950E+03    3.08923961891959E+03
    3.75371106094808E+03    3.09543845385441E+03
    3.74525675675676E+03    3.10016689870478E+03
    3.73684044943820E+03    3.10731213016283E+03
    3.72846188340807E+03    3.11350596437857E+03
    3.72012080536913E+03    3.12050567883244E+03
    3.71181696428571E+03    3.12914237940570E+03
    3.70355011135857E+03    3.13300855111387E+03
    3.69532000000000E+03    3.13921840634775E+03
    3.68712638580931E+03    3.14678640949213E+03
    3.67896902654867E+03    3.15259500134184E+03
    3.67084768211921E+03    3.15946648101784E+03
    3.66276211453745E+03    3.16636155025102E+03
    3.65471208791209E+03    3.17146439340455E+03
    3.64669736842105E+03    3.17929453329124E+03
    3.63871772428884E+03    3.18641518843204E+03
    3.63077292576419E+03    3.19334117608372E+03
    3.62286274509804E+03    3.19758710761434E+03
    3.61498695652174E+03    3.20596175916149E+03
    3.60714533622560E+03    3.21160811105146E+03
    3.59933766233766E+03    3.21684371983462E+03
    3.59156371490281E+03    3.22489892801190E+03
    3.58382327586207E+03    3.23070960603042E+03
    3.57611612903226E+03    3.23874825406985E+03
    3.56844206008584E+03    3.24436746784970E+03
    3.56080085653105E+03    3.25013623812401E+03
    3.55319230769231E+03    3.25650436644107E+03
    3.54561620469083E+03    3.26256806219420E+03
    3.53807234042553E+03    3.27010908062590E+03
    3.53056050955414E+03    3.27570493824455E+03
    3.52308050847458E+03    3.28310500575210E+03
    3.51563213530655E+03    3.28997543161495E+03
    3.50821518987342E+03    3.29642078757602E+03
    3.50082947368421E+03    3.30251402976278E+03
    3.49347478991597E+03    3.30686223969125E+03
    3.48615094339623E+03    3.31455857716584E+03
    3.47885774058577E+03    3.31980903128839E+03
    3.47159498956159E+03    3.32604112678878E+03
    3.46436250000000E+03    3.33480799107991E+03
    3.45716008316008E+03    3.33881079226399E+03
    3.44998755186722E+03    3.34597740234513E+03
    3.44284472049689E+03    3.35372013365859E+03
    3.43573140495868E+03    3.35974667916946E+03
    3.42864742268041E+03    3.36569875786388E+03
    3.42159259259259E+03    3.37169387245250E+03
    3.41456673511294E+03    3.37947767115928E+03
    3.40756967213115E+03    3.38609592373645E+03
    3.40060122699387E+03    3.38998351270091E+03
    3.39366122448980E+03    3.39670158761757E+03
    3.38674949083503E+03    3.40504965041371E+03
    3.37986585365854E+03    3.41169592781609E+03
    3.37301014198783E+03    3.41690571524368E+03
    3.36618218623482E+03    3.42217787335475E+03
    3.35938181818182E+03    3.42880517318197E+03
    3.35260887096774E+03    3.43575136611271E+03
    3.34586317907445E+03    3.44311895537365E+03
    3.33914457831325E+03    3.45014913280609E+03
    3.33245290581162E+03    3.45375256193772E+03
    3.32578800000000E+03    3.46060045448954E+03
    3.31914970059880E+03    3.46651292998678E+03
    3.31253784860558E+03    3.47281811969355E+03
    3.30595228628231E+03    3.47946182766270E+03
    3.29939285714286E+03    3.48720076444481E+03
    3.29285940594059E+03    3.49320945347022E+03
    3.28635177865613E+03    3.49865305663867E+03
    3.27986982248521E+03    3.50690391350991E+03
    3.27341338582677E+03    3.51176050795676E+03
    3.26698231827112E+03    3.51823697715844E+03
    3.26057647058824E+03    3.52602689570530E+03
    3.25419569471624E+03    3.53035596685558E+03
    3.24783984375000E+03    3.53774905438835E+03
    3.24150877192982E+03    3.54591775281957E+03
    3.23520233463035E+03    3.54957939309752E+03
    3.22892038834951E+03    3.55616745298898E+03
    3.22266279069767E+03    3.56457868078182E+03
    3.21642940038685E+03    3.57034700356815E+03
    3.21022007722008E+03    3.57663207113605E+03
    3.20403468208092E+03    3.58328963386120E+03
    3.19787307692308E+03    3.58824301797489E+03
    3.19173512476008E+03    3.59502620902390E+03
    3.18562068965517E+03    3.60101670612062E+03
    3.17952963671128E+03    3.60872352268256E+03
    3.17346183206107E+03    3.61297826724125E+03
    3.16741714285714E+03    3.61998930851650E+03
    3.16139543726236E+03    3.62544185726703E+03
    3.15539658444023E+03    3.63192546152820E+03
    3.14942045454545E+03    3.63960609572582E+03
    3.14346691871456E+03    3.64527909286828E+03
    3.13753584905660E+03    3.65102688840577E+03
    3.13162711864407E+03    3.65709996582003E+03
    3.12574060150376E+03    3.66533555866644E+03
    3.11987617260788E+03    3.66944551632220E+03
    3.11403370786517E+03    3.67738139020040E+03
    3.10821308411215E+03    3.68498944676311E+03
    3.10241417910448E+03    3.69065341870011E+03
    3.09663687150838E+03    3.69750357461503E+03
    3.09088104089219E+03    3.70295127022404E+03
    3.08514656771800E+03    3.70724486069430E+03
    3.07943333333333E+03    3.71503479401993E+03
    3.07374121996303E+03    3.72044628920643E+03
    3.06807011070111E+03    3.72679680979650E+03
    3.06241988950276E+03    3.73274595835290E+03
    3.05679044117647E+03    3.73862161716308E+03
    3.05118165137615E+03    3.74608577170571E+03
    3.04559340659341E+03    3.75245641478732E+03
    3.04002559414991E+03    3.75990369453442E+03
    3.03447810218978E+03    3.76356086250927E+03
    3.02895081967213E+03    3.77202898650186E+03
    3.02344363636364E+03    3.77833127304628E+03
    3.01795644283122E+03    3.78255508704102E+03
    3.01248913043478E+03    3.78902217384005E+03
    3.00704159132007E+03    3.79664395610313E+03
    3.00161371841155E+03    3.80349570769249E+03
    2.99620540540541E+03    3.81000089638904E+03
    2.99081654676259E+03    3.81360150376668E+03
    2.98544703770197E+03    3.82284913745230E+03
    2.98009677419355E+03    3.82820917706027E+03
    2.97476565295170E+03    3.83391029891365E+03
    2.96945357142857E+03    3.84021277562488E+03
    2.96416042780749E+03    3.84582922908850E+03
    2.95888612099644E+03    3.85381855816492E+03
    2.95363055062167E+03    3.85863620518508E+03
    2.94839361702128E+03    3.86451977176886E+03
    2.94317522123894E+03    3.87215080197599E+03
    2.93797526501767E+03    3.87721930042583E+03
    2.93279365079365E+03    3.88269863415727E+03
    2.92763028169014E+03    3.88836947899222E+03
    2.92248506151142E+03    3.89593816235247E+03
    2.91735789473684E+03    3.90265746467888E+03
    2.91224868651489E+03    3.90889953884278E+03
    2.90715734265734E+03    3.91419292719471E+03
    2.90208376963351E+03    3.92090013035217E+03
    2.89702787456446E+03    3.92584632471358E+03
    2.89198956521739E+03    3.93244139980636E+03
    2.88696875000000E+03    3.94041040067603E+03
    2.88196533795494E+03    3.94771763767100E+03
    2.87697923875433E+03    3.95266046224589E+03
    2.87201036269430E+03    3.95957055346125E+03
    2.86705862068966E+03    3.96468583423855E+03
    2.86212392426850E+03    3.97238731815939E+03
    2.85720618556701E+03    3.97586928814220E+03
    2.85230531732419E+03    3.98488457504967E+03
    2.84742123287671E+03    3.99111144326337E+03
    2.84255384615385E+03    3.99476596706032E+03
    2.83770307167236E+03    4.00139032112985E+03
    2.83286882453152E+03    4.00809799778665E+03
    2.82805102040816E+03    4.01442797447709E+03
    2.82324957555178E+03    4.01837456797731E+03
    2.81846440677966E+03    4.02753806897882E+03
    2.81369543147208E+03    4.03101632613562E+03
    2.80894256756757E+03    4.03929446815054E+03
    2.80420573355818E+03    4.04445708421851E+03
    2.79948484848485E+03    4.04951375794140E+03
    2.79477983193277E+03    4.05585631930048E+03
    2.79009060402685E+03    4.06165131374811E+03
    2.78541708542714E+03    4.06947254811708E+03
    2.78075919732441E+03    4.07463327282917E+03
    2.77611686143573E+03    4.08077615733144E+03
    2.77149000000000E+03    4.09028072777264E+03
    2.76687853577371E+03    4.09474313321462E+03
    2.76228239202658E+03    4.09945759365487E+03
    2.75770149253731E+03    4.10737484571782E+03
