Xe, Dieterici eos, values of parameters a and b are close to those in Table 12
Dieterici
   10. 0.001
temp  200.000 K
cm^3/mol torr
    2.75313576158940E+03    4.11423447547904E+03
    2.74858512396694E+03    4.11847164612805E+03
    2.74404950495050E+03    4.12642823641318E+03
    2.73952883031301E+03    4.13251724682407E+03
    2.73502302631579E+03    4.13714076222440E+03
    2.73053201970443E+03    4.14210879794090E+03
    2.72605573770492E+03    4.14845278769163E+03
    2.72159410801964E+03    4.15511514856128E+03
    2.71714705882353E+03    4.16163200111262E+03
    2.71271451876020E+03    4.16910579952432E+03
    2.70829641693811E+03    4.17327213609399E+03
    2.70389268292683E+03    4.17950372978684E+03
    2.69950324675325E+03    4.18556708907701E+03
    2.69512803889789E+03    4.19076020125492E+03
    2.69076699029126E+03    4.19785056179967E+03
    2.68642003231018E+03    4.20589364995571E+03
    2.68208709677419E+03    4.21201493056100E+03
    2.67776811594203E+03    4.21580102262085E+03
    2.67346302250804E+03    4.22473817560548E+03
    2.66917174959872E+03    4.23089481659495E+03
    2.66489423076923E+03    4.23692540432740E+03
    2.66063040000000E+03    4.24296539576322E+03
    2.65638019169329E+03    4.24582448390128E+03
    2.65214354066986E+03    4.25508194377864E+03
    2.64792038216561E+03    4.25838304138695E+03
    2.64371065182830E+03    4.26595706593652E+03
    2.63951428571429E+03    4.27347787748677E+03
    2.63533122028526E+03    4.27754971518629E+03
    2.63116139240506E+03    4.28551656440201E+03
    2.62700473933649E+03    4.28953499266911E+03
    2.62286119873817E+03    4.29768607219943E+03
    2.61873070866142E+03    4.30323625901633E+03
    2.61461320754717E+03    4.30788999687219E+03
    2.61050863422292E+03    4.31584543345149E+03
    2.60641692789969E+03    4.31976467081058E+03
    2.60233802816901E+03    4.32517837779309E+03
    2.59827187500000E+03    4.33282891891140E+03
    2.59421840873635E+03    4.33742375514261E+03
    2.59017757009346E+03    4.34736804263854E+03
    2.58614930015552E+03    4.35088003624530E+03
    2.58213354037267E+03    4.35586955553080E+03
    2.57813023255814E+03    4.36237623630233E+03
    2.57413931888545E+03    4.36788232550986E+03
    2.57016074188563E+03    4.37429905680733E+03
    2.56619444444444E+03    4.38344178791238E+03
    2.56224036979969E+03    4.38812718372780E+03
    2.55829846153846E+03    4.39537050759187E+03
    2.55436866359447E+03    4.40119655564748E+03
    2.55045092024540E+03    4.40624772819786E+03
    2.54654517611026E+03    4.41011028968361E+03
    2.54265137614679E+03    4.41641220385385E+03
    2.53876946564886E+03    4.42314507986039E+03
    2.53489939024390E+03    4.42882912899363E+03
    2.53104109589041E+03    4.43828930118313E+03
    2.52719452887538E+03    4.44190361066406E+03
    2.52335963581184E+03    4.44795670203698E+03
    2.51953636363636E+03    4.45400215294718E+03
    2.51572465960666E+03    4.46060788115072E+03
    2.51192447129909E+03    4.46446183565638E+03
    2.50813574660633E+03    4.47359700075725E+03
    2.50435843373494E+03    4.47773030494294E+03
    2.50059248120301E+03    4.48343038986258E+03
    2.49683783783784E+03    4.48819075732261E+03
    2.49309445277361E+03    4.49648000641210E+03
    2.48936227544910E+03    4.50253073591248E+03
    2.48564125560538E+03    4.50753051873033E+03
    2.48193134328358E+03    4.51504699722791E+03
    2.47823248882265E+03    4.51965145405819E+03
    2.47454464285714E+03    4.52789531066034E+03
    2.47086775631501E+03    4.53188732650102E+03
    2.46720178041543E+03    4.53674868353707E+03
    2.46354666666667E+03    4.54433474033559E+03
    2.45990236686391E+03    4.54950312262803E+03
    2.45626883308715E+03    4.55633853278631E+03
    2.45264601769911E+03    4.56462685626188E+03
    2.44903387334315E+03    4.57057810421770E+03
    2.44543235294118E+03    4.57462148172516E+03
    2.44184140969163E+03    4.58105466495657E+03
    2.43826099706745E+03    4.58462419441407E+03
    2.43469106881406E+03    4.59237999144221E+03
    2.43113157894737E+03    4.59726767807080E+03
    2.42758248175182E+03    4.60619254346934E+03
    2.42404373177843E+03    4.61230396102229E+03
    2.42051528384279E+03    4.61496862459088E+03
    2.41699709302326E+03    4.62160040975445E+03
    2.41348911465893E+03    4.62632682679355E+03
    2.40999130434783E+03    4.63334763587290E+03
    2.40650361794501E+03    4.64062210049059E+03
    2.40302601156069E+03    4.64497257244395E+03
    2.39955844155844E+03    4.65257605045722E+03
    2.39610086455331E+03    4.65920371106703E+03
    2.39265323741007E+03    4.66558285173855E+03
    2.38921551724138E+03    4.66967007653215E+03
    2.38578766140603E+03    4.67720872211627E+03
    2.38236962750716E+03    4.68078213770757E+03
    2.37896137339056E+03    4.68897705531335E+03
    2.37556285714286E+03    4.69436371063284E+03
    2.37217403708987E+03    4.70136882422154E+03
    2.36879487179487E+03    4.70436249054604E+03
    2.36542532005690E+03    4.71360135434380E+03
    2.36206534090909E+03    4.71852590210482E+03
    2.35871489361702E+03    4.72593547773487E+03
    2.35537393767705E+03    4.73116732341306E+03
    2.35204243281471E+03    4.73617292643121E+03
    2.34872033898305E+03    4.74053439500509E+03
    2.34540761636107E+03    4.74668099392924E+03
    2.34210422535211E+03    4.75179245085614E+03
    2.33881012658228E+03    4.75828559361201E+03
    2.33552528089888E+03    4.76751971146184E+03
    2.33224964936886E+03    4.76982499287604E+03
    2.32898319327731E+03    4.77687034952559E+03
    2.32572587412587E+03    4.78246370076543E+03
    2.32247765363128E+03    4.78984238807424E+03
    2.31923849372385E+03    4.79568775865065E+03
    2.31600835654596E+03    4.80014464045505E+03
    2.31278720445063E+03    4.80757415526697E+03
    2.30957500000000E+03    4.81504374513507E+03
    2.30637170596394E+03    4.81913976138463E+03
    2.30317728531856E+03    4.82583279408441E+03
    2.29999170124481E+03    4.83080320708584E+03
    2.29681491712707E+03    4.83806544514663E+03
    2.29364689655172E+03    4.84092718100823E+03
    2.29048760330578E+03    4.84769053383602E+03
    2.28733700137552E+03    4.85505445309967E+03
    2.28419505494506E+03    4.86070258220081E+03
    2.28106172839506E+03    4.86810793276147E+03
    2.27793698630137E+03    4.86963225334592E+03
    2.27482079343365E+03    4.87857737898164E+03
    2.27171311475410E+03    4.88172965784962E+03
    2.26861391541610E+03    4.88714733174458E+03
    2.26552316076294E+03    4.89386107403363E+03
    2.26244081632653E+03    4.89962025178602E+03
    2.25936684782609E+03    4.90592927762498E+03
    2.25630122116689E+03    4.91296253058602E+03
    2.25324390243902E+03    4.91834667898614E+03
    2.25019485791610E+03    4.92710437392572E+03
    2.24715405405405E+03    4.93170495044551E+03
    2.24412145748988E+03    4.93499115372608E+03
    2.24109703504043E+03    4.94261777625139E+03
    2.23808075370121E+03    4.94742605453546E+03
    2.23507258064516E+03    4.95618157268338E+03
    2.23207248322148E+03    4.95920777383831E+03
    2.22908042895442E+03    4.96537604384752E+03
    2.22609638554217E+03    4.97408959477959E+03
    2.22312032085561E+03    4.97662787998097E+03
    2.22015220293725E+03    4.98298249369322E+03
    2.21719200000000E+03    4.99018381728966E+03
    2.21423968042610E+03    4.99736940045198E+03
    2.21129521276596E+03    5.00320944561776E+03
    2.20835856573705E+03    5.00754573091033E+03
    2.20542970822281E+03    5.01416393018197E+03
    2.20250860927152E+03    5.02085966794616E+03
    2.19959523809524E+03    5.02683820038937E+03
    2.19668956406869E+03    5.02922433081163E+03
    2.19379155672823E+03    5.03621154295185E+03
    2.19090118577075E+03    5.04429567175471E+03
    2.18801842105263E+03    5.04774437242159E+03
    2.18514323258870E+03    5.05410510964231E+03
    2.18227559055118E+03    5.06002196132507E+03
    2.17941546526868E+03    5.06535239584218E+03
    2.17656282722513E+03    5.07040817749923E+03
    2.17371764705882E+03    5.07848858827819E+03
    2.17087989556136E+03    5.08089313643699E+03
    2.16804954367666E+03    5.08777153533894E+03
    2.16522656250000E+03    5.09306548089410E+03
    2.16241092327698E+03    5.10111349849545E+03
    2.15960259740260E+03    5.10410353453094E+03
    2.15680155642023E+03    5.11408113674864E+03
    2.15400777202073E+03    5.12024609629551E+03
    2.15122121604140E+03    5.12612810189805E+03
    2.14844186046512E+03    5.12855281910764E+03
    2.14566967741935E+03    5.13446259897996E+03
    2.14290463917526E+03    5.14258594826668E+03
    2.14014671814672E+03    5.14671754574171E+03
    2.13739588688946E+03    5.15398972442041E+03
    2.13465211810013E+03    5.15713068858220E+03
    2.13191538461538E+03    5.16626578709270E+03
    2.12918565941101E+03    5.16804369133416E+03
    2.12646291560102E+03    5.17656286031846E+03
    2.12374712643678E+03    5.18015032861706E+03
    2.12103826530612E+03    5.18875593753400E+03
    2.11833630573248E+03    5.19217748069434E+03
    2.11564122137405E+03    5.20148118550530E+03
    2.11295298602287E+03    5.20647697890651E+03
    2.11027157360406E+03    5.20990295167100E+03
    2.10759695817491E+03    5.21529196808413E+03
    2.10492911392405E+03    5.22124375430869E+03
    2.10226801517067E+03    5.22564313345581E+03
    2.09961363636364E+03    5.23369514589222E+03
    2.09696595208071E+03    5.23758821096707E+03
    2.09432493702771E+03    5.24757089604562E+03
    2.09169056603774E+03    5.25264940623222E+03
    2.08906281407035E+03    5.25762471438759E+03
    2.08644165621079E+03    5.26341852545820E+03
    2.08382706766917E+03    5.27028843834802E+03
    2.08121902377972E+03    5.27235302848674E+03
    2.07861750000000E+03    5.27944196439781E+03
    2.07602247191011E+03    5.28437194721118E+03
    2.07343391521197E+03    5.29136212431606E+03
    2.07085180572852E+03    5.29818472959405E+03
    2.06827611940299E+03    5.30479326904027E+03
    2.06570683229814E+03    5.30619687399028E+03
    2.06314392059553E+03    5.31536394205453E+03
    2.06058736059480E+03    5.31911089047287E+03
    2.05803712871287E+03    5.32411365892815E+03
    2.05549320148331E+03    5.33274039174797E+03
    2.05295555555556E+03    5.33821273861739E+03
    2.05042416769420E+03    5.34336710455082E+03
    2.04789901477832E+03    5.34985149243702E+03
    2.04538007380074E+03    5.35496651302077E+03
    2.04286732186732E+03    5.36049872379793E+03
    2.04036073619632E+03    5.36574880397438E+03
    2.03786029411765E+03    5.37150766344140E+03
    2.03536597307222E+03    5.37970205197638E+03
    2.03287775061125E+03    5.38325847355720E+03
    2.03039560439560E+03    5.39012540374701E+03
    2.02791951219512E+03    5.39543964720370E+03
    2.02544945188794E+03    5.40136029700677E+03
    2.02298540145985E+03    5.40410618845996E+03
    2.02052733900365E+03    5.41143250674124E+03
    2.01807524271845E+03    5.41946885803877E+03
    2.01562909090909E+03    5.42571292393724E+03
    2.01318886198547E+03    5.42948149218327E+03
    2.01075453446191E+03    5.43669098753332E+03
    2.00832608695652E+03    5.44255402022412E+03
    2.00590349819059E+03    5.44373808356411E+03
    2.00348674698795E+03    5.45297815130861E+03
    2.00107581227437E+03    5.45581286381887E+03
    1.99867067307692E+03    5.46332416944470E+03
    1.99627130852341E+03    5.47005888294392E+03
    1.99387769784173E+03    5.47645356508749E+03
    1.99148982035928E+03    5.48155104296402E+03
    1.98910765550239E+03    5.48521635535272E+03
    1.98673118279570E+03    5.49379889782757E+03
    1.98436038186157E+03    5.49617020901313E+03
    1.98199523241955E+03    5.50238777199153E+03
    1.97963571428571E+03    5.50931045751259E+03
    1.97728180737218E+03    5.51390484714202E+03
    1.97493349168646E+03    5.51784478843022E+03
    1.97259074733096E+03    5.52307383289837E+03
    1.97025355450237E+03    5.52961152737917E+03
    1.96792189349112E+03    5.53499262206682E+03
    1.96559574468085E+03    5.54466050304100E+03
    1.96327508854782E+03    5.55067912543180E+03
    1.96095990566038E+03    5.55197361285795E+03
    1.95865017667844E+03    5.55886149247250E+03
    1.95634588235294E+03    5.56410212787648E+03
    1.95404700352526E+03    5.56810306986378E+03
    1.95175352112676E+03    5.57930570856215E+03
    1.94946541617819E+03    5.58459014818895E+03
    1.94718266978923E+03    5.58593406990158E+03
    1.94490526315789E+03    5.59608579186327E+03
    1.94263317757009E+03    5.60032789717544E+03
    1.94036639439907E+03    5.60515058325271E+03
    1.93810489510490E+03    5.60856931959833E+03
    1.93584866123399E+03    5.61836546505783E+03
    1.93359767441860E+03    5.62160490522192E+03
    1.93135191637631E+03    5.62736308393438E+03
    1.92911136890951E+03    5.63250876165646E+03
    1.92687601390498E+03    5.64112055175757E+03
    1.92464583333333E+03    5.64690265765706E+03
    1.92242080924855E+03    5.64840513670484E+03
    1.92020092378753E+03    5.65285083425508E+03
    1.91798615916955E+03    5.66102523338190E+03
    1.91577649769585E+03    5.66904114685897E+03
    1.91357192174914E+03    5.67011968859393E+03
    1.91137241379310E+03    5.68080193926937E+03
    1.90917795637199E+03    5.68239587726567E+03
    1.90698853211009E+03    5.68809712652921E+03
    1.90480412371134E+03    5.69514106410300E+03
    1.90262471395881E+03    5.69989854633879E+03
    1.90045028571429E+03    5.70341151178878E+03
    1.89828082191781E+03    5.71064202446302E+03
    1.89611630558723E+03    5.71899185891471E+03
    1.89395671981777E+03    5.72125802654909E+03
    1.89180204778157E+03    5.73140588621641E+03
    1.88965227272727E+03    5.73407517069636E+03
    1.88750737797957E+03    5.73983275694837E+03
    1.88536734693878E+03    5.74325072968190E+03
    1.88323216308041E+03    5.75243212419135E+03
    1.88110180995475E+03    5.75784033040095E+03
    1.87897627118644E+03    5.76259806132780E+03
    1.87685553047404E+03    5.76981467978713E+03
    1.87473957158963E+03    5.77348735208305E+03
    1.87262837837838E+03    5.77983731539289E+03
    1.87052193475816E+03    5.78163608704956E+03
    1.86842022471910E+03    5.78794681539659E+03
    1.86632323232323E+03    5.79522026436670E+03
    1.86423094170404E+03    5.80383058648913E+03
    1.86214333706607E+03    5.80854644269629E+03
    1.86006040268456E+03    5.81089609577208E+03
    1.85798212290503E+03    5.82068974496745E+03
    1.85590848214286E+03    5.82289201186450E+03
    1.85383946488294E+03    5.82674285472398E+03
    1.85177505567929E+03    5.83702055049178E+03
    1.84971523915462E+03    5.84127881659831E+03
    1.84766000000000E+03    5.84417957361314E+03
    1.84560932297447E+03    5.84902552267165E+03
    1.84356319290466E+03    5.85877991449259E+03
    1.84152159468439E+03    5.86054023166430E+03
    1.83948451327434E+03    5.86714008016105E+03
    1.83745193370166E+03    5.87173054877734E+03
    1.83542384105960E+03    5.87833719076884E+03
    1.83340022050717E+03    5.88395409406160E+03
    1.83138105726872E+03    5.88734992243705E+03
    1.82936633663366E+03    5.89714727126985E+03
    1.82735604395604E+03    5.89901202896022E+03
    1.82535016465423E+03    5.90528897974051E+03
    1.82334868421053E+03    5.91070322445207E+03
    1.82135158817087E+03    5.91555046777519E+03
    1.81935886214442E+03    5.92162578200537E+03
    1.81737049180328E+03    5.93000447789251E+03
    1.81538646288210E+03    5.93516956913170E+03
    1.81340676117775E+03    5.93869495895753E+03
    1.81143137254902E+03    5.94376967578729E+03
    1.80946028291621E+03    5.95171309541514E+03
    1.80749347826087E+03    5.95790203849494E+03
    1.80553094462541E+03    5.96489858566682E+03
    1.80357266811280E+03    5.96899008219125E+03
    1.80161863488624E+03    5.97407852390673E+03
    1.79966883116883E+03    5.97798246009269E+03
    1.79772324324324E+03    5.98481282989949E+03
    1.79578185745140E+03    5.99078335679103E+03
    1.79384466019417E+03    5.99352895924482E+03
    1.79191163793103E+03    6.00119593695106E+03
    1.78998277717976E+03    6.00835416475766E+03
    1.78805806451613E+03    6.01284435672024E+03
    1.78613748657358E+03    6.01517584712224E+03
    1.78422103004292E+03    6.02212404890409E+03
    1.78230868167203E+03    6.02647990913559E+03
    1.78040042826552E+03    6.03605151582954E+03
    1.77849625668449E+03    6.03656765825463E+03
    1.77659615384615E+03    6.04325816373728E+03
    1.77470010672359E+03    6.04860849353237E+03
    1.77280810234542E+03    6.05533078223114E+03
    1.77092012779553E+03    6.06292638102206E+03
    1.76903617021277E+03    6.06632376046311E+03
    1.76715621679065E+03    6.07225795089521E+03
    1.76528025477707E+03    6.08082472995776E+03
    1.76340827147402E+03    6.08049791037840E+03
    1.76154025423729E+03    6.08655705077996E+03
    1.75967619047619E+03    6.09661481891267E+03
    1.75781606765328E+03    6.09922054389797E+03
    1.75595987328405E+03    6.10768547589807E+03
    1.75410759493671E+03    6.11226399826087E+03
    1.75225922023182E+03    6.11882313934954E+03
    1.75041473684211E+03    6.11918569753545E+03
    1.74857413249211E+03    6.12653835953228E+03
    1.74673739495798E+03    6.13085258725826E+03
    1.74490451206716E+03    6.13851852384148E+03
    1.74307547169811E+03    6.14246454567128E+03
    1.74125026178010E+03    6.14908741442214E+03
    1.73942887029289E+03    6.15365815784999E+03
    1.73761128526646E+03    6.16213586923687E+03
    1.73579749478079E+03    6.16411942579860E+03
    1.73398748696559E+03    6.17143846920908E+03
    1.73218125000000E+03    6.17567395644518E+03
    1.73037877211238E+03    6.18408873663750E+03
    1.72858004158004E+03    6.18825010406116E+03
    1.72678504672897E+03    6.19186585503085E+03
    1.72499377593361E+03    6.19958459288619E+03
    1.72320621761658E+03    6.20101217048978E+03
    1.72142236024845E+03    6.20931963765911E+03
    1.71964219234747E+03    6.21684170582459E+03
    1.71786570247934E+03    6.22001926733713E+03
    1.71609287925697E+03    6.22624276952771E+03
    1.71432371134021E+03    6.23357454109280E+03
    1.71255818743563E+03    6.23511191603951E+03
    1.71079629629630E+03    6.24206162420040E+03
    1.70903802672148E+03    6.24981853376509E+03
    1.70728336755647E+03    6.25472262699221E+03
    1.70553230769231E+03    6.25622137119209E+03
    1.70378483606557E+03    6.26345576021302E+03
    1.70204094165814E+03    6.27018267429333E+03
    1.70030061349693E+03    6.27114267284421E+03
    1.69856384065373E+03    6.27688726997172E+03
    1.69683061224490E+03    6.28278044708369E+03
    1.69510091743119E+03    6.29322265585860E+03
    1.69337474541752E+03    6.29488467738003E+03
    1.69165208545270E+03    6.29917365248934E+03
    1.68993292682927E+03    6.30544930474029E+03
    1.68821725888325E+03    6.31046257084475E+03
    1.68650507099391E+03    6.31526754891499E+03
    1.68479635258359E+03    6.32480153979449E+03
    1.68309109311741E+03    6.33057221488004E+03
    1.68138928210313E+03    6.33473642510922E+03
    1.67969090909091E+03    6.34081493158263E+03
    1.67799596367306E+03    6.34224958610737E+03
    1.67630443548387E+03    6.35164399994901E+03
    1.67461631419940E+03    6.35287425712012E+03
    1.67293158953722E+03    6.35832202115116E+03
    1.67125025125628E+03    6.36517756421055E+03
    1.66957228915663E+03    6.37142372617016E+03
    1.66789769307924E+03    6.37526741140054E+03
    1.66622645290581E+03    6.37937543189398E+03
    1.66455855855856E+03    6.38648995236335E+03
    1.66289400000000E+03    6.39456259789369E+03
