Volume,Observed Pressure,Calculated Pressure
0.481915E-1,38470.2,38470.2
0.480667E-1,38570.1,38570.1
0.479425E-1,38669.9,38669.9
0.478189E-1,38769.8,38769.8
0.476960E-1,38869.6,38869.6
0.475737E-1,38969.5,38969.5
0.474520E-1,39069.3,39069.3
0.473310E-1,39169.1,39169.1
0.472105E-1,39269.0,39269.0
0.470907E-1,39368.8,39368.8
0.469715E-1,39468.7,39468.7
0.468529E-1,39568.5,39568.5
0.467349E-1,39668.3,39668.3
0.466174E-1,39768.2,39768.2
0.465006E-1,39868.0,39868.0
0.463844E-1,39967.9,39967.9
0.462687E-1,40067.7,40067.7
0.461536E-1,40167.5,40167.5
0.460391E-1,40267.4,40267.4
0.459251E-1,40367.2,40367.2
0.458117E-1,40467.1,40467.1
0.456989E-1,40566.9,40566.9
0.455866E-1,40666.7,40666.7
0.454749E-1,40766.6,40766.6
0.453637E-1,40866.4,40866.4
0.452530E-1,40966.2,40966.2
0.451429E-1,41066.1,41066.1
0.450334E-1,41165.9,41165.9
0.449243E-1,41265.7,41265.7
0.448158E-1,41365.6,41365.6
0.447078E-1,41465.4,41465.4
0.446003E-1,41565.2,41565.2
0.444934E-1,41665.1,41665.1
0.443869E-1,41764.9,41764.9
0.442810E-1,41864.7,41864.7
0.441756E-1,41964.6,41964.6
0.440706E-1,42064.4,42064.4
0.439662E-1,42164.2,42164.2
0.438623E-1,42264.1,42264.1
0.437588E-1,42363.9,42363.9
0.436559E-1,42463.7,42463.7
0.435534E-1,42563.6,42563.6
0.434514E-1,42663.4,42663.4
0.433499E-1,42763.2,42763.2
0.432488E-1,42863.0,42863.0
0.431482E-1,42962.9,42962.9
0.430481E-1,43062.7,43062.7
0.429485E-1,43162.5,43162.5
0.428493E-1,43262.3,43262.3
0.427506E-1,43362.2,43362.2
0.426523E-1,43462.0,43462.0
0.425545E-1,43561.8,43561.8
0.424571E-1,43661.7,43661.6
0.423601E-1,43761.5,43761.5
0.422636E-1,43861.3,43861.3
0.421676E-1,43961.1,43961.1
0.420720E-1,44060.9,44060.9
0.419768E-1,44160.8,44160.8
0.418820E-1,44260.6,44260.6
0.417877E-1,44360.4,44360.4
0.416938E-1,44460.2,44460.2
0.416003E-1,44560.1,44560.1
0.415072E-1,44659.9,44659.9
0.414146E-1,44759.7,44759.7
0.413224E-1,44859.5,44859.5
0.412305E-1,44959.3,44959.3
0.411391E-1,45059.2,45059.2
0.410481E-1,45159.0,45159.0
0.409575E-1,45258.8,45258.8
0.408673E-1,45358.6,45358.6
0.407775E-1,45458.4,45458.4
0.406880E-1,45558.2,45558.2
0.405990E-1,45658.1,45658.1
0.405104E-1,45757.9,45757.9
0.404221E-1,45857.7,45857.7
0.403342E-1,45957.5,45957.5
0.402467E-1,46057.3,46057.3
0.401596E-1,46157.1,46157.1
0.400729E-1,46257.0,46257.0
0.399865E-1,46356.8,46356.8
0.399005E-1,46456.6,46456.6
0.398149E-1,46556.4,46556.4
0.397296E-1,46656.2,46656.2
0.396447E-1,46756.0,46756.0
0.395602E-1,46855.8,46855.8
0.394760E-1,46955.6,46955.6
0.393922E-1,47055.5,47055.5
0.393088E-1,47155.3,47155.3
0.392257E-1,47255.1,47255.1
0.391429E-1,47354.9,47354.9
0.390605E-1,47454.7,47454.7
0.389784E-1,47554.5,47554.5
0.388967E-1,47654.3,47654.3
0.388154E-1,47754.1,47754.1
0.387343E-1,47853.9,47853.9
0.386536E-1,47953.7,47953.7
0.385733E-1,48053.5,48053.5
0.384932E-1,48153.4,48153.3
0.384135E-1,48253.2,48253.2
0.383342E-1,48353.0,48353.0
0.382551E-1,48452.8,48452.8
0.381764E-1,48552.6,48552.6
0.380980E-1,48652.4,48652.4
0.380200E-1,48752.2,48752.2
0.379422E-1,48852.0,48852.0
0.378648E-1,48951.8,48951.8
0.377877E-1,49051.6,49051.6
0.377109E-1,49151.4,49151.4
0.376344E-1,49251.2,49251.2
0.375582E-1,49351.0,49351.0
0.374823E-1,49450.8,49450.8
0.374067E-1,49550.6,49550.6
0.373315E-1,49650.4,49650.4
0.372565E-1,49750.2,49750.2
0.371818E-1,49850.0,49850.0
0.371075E-1,49949.8,49949.8
0.370334E-1,50049.6,50049.6
0.369596E-1,50149.4,50149.4
0.368862E-1,50249.2,50249.2
0.368130E-1,50349.0,50349.0
0.367401E-1,50448.8,50448.8
0.366675E-1,50548.6,50548.6
0.365951E-1,50648.4,50648.4
0.365231E-1,50748.2,50748.2
0.364514E-1,50848.0,50848.0
0.363799E-1,50947.8,50947.8
0.363087E-1,51047.6,51047.6
0.362378E-1,51147.4,51147.4
0.361671E-1,51247.2,51247.2
0.360968E-1,51347.0,51346.9
0.360267E-1,51446.7,51446.7
0.359569E-1,51546.5,51546.5
0.358873E-1,51646.3,51646.3
0.358180E-1,51746.1,51746.1
0.357490E-1,51845.9,51845.9
0.356803E-1,51945.7,51945.7
0.356118E-1,52045.5,52045.5
0.355436E-1,52145.3,52145.3
0.354756E-1,52245.1,52245.1
0.354079E-1,52344.9,52344.9
0.353405E-1,52444.7,52444.7
0.352733E-1,52544.4,52544.4
0.352063E-1,52644.2,52644.2
0.351397E-1,52744.0,52744.0
0.350732E-1,52843.8,52843.8
0.350071E-1,52943.6,52943.6
0.349411E-1,53043.4,53043.4
0.348755E-1,53143.2,53143.2
0.348100E-1,53243.0,53243.0
0.347448E-1,53342.7,53342.7
0.346799E-1,53442.5,53442.5
0.346152E-1,53542.3,53542.3
0.345507E-1,53642.1,53642.1
0.344865E-1,53741.9,53741.9
0.344225E-1,53841.7,53841.7
0.343588E-1,53941.5,53941.4
0.342953E-1,54041.2,54041.2
0.342320E-1,54141.0,54141.0
0.341690E-1,54240.8,54240.8
0.341061E-1,54340.6,54340.6
0.340436E-1,54440.4,54440.4
0.339812E-1,54540.1,54540.1
0.339191E-1,54639.9,54639.9
0.338572E-1,54739.7,54739.7
0.337955E-1,54839.5,54839.5
0.337341E-1,54939.3,54939.3
0.336729E-1,55039.0,55039.0
0.336118E-1,55138.8,55138.8
0.335511E-1,55238.6,55238.6
0.334905E-1,55338.4,55338.4
0.334302E-1,55438.2,55438.2
0.333700E-1,55537.9,55537.9
0.333101E-1,55637.7,55637.7
0.332504E-1,55737.5,55737.5
0.331909E-1,55837.3,55837.3
0.331317E-1,55937.0,55937.0
0.330726E-1,56036.8,56036.8
0.330138E-1,56136.6,56136.6
0.329551E-1,56236.4,56236.4
0.328967E-1,56336.1,56336.1
0.328385E-1,56435.9,56435.9
0.327805E-1,56535.7,56535.7
0.327226E-1,56635.5,56635.5
0.326650E-1,56735.2,56735.2
0.326076E-1,56835.0,56835.0
0.325504E-1,56934.8,56934.8
0.324934E-1,57034.5,57034.5
0.324366E-1,57134.3,57134.3
0.323800E-1,57234.1,57234.1
0.323236E-1,57333.9,57333.8
0.322674E-1,57433.6,57433.6
0.322114E-1,57533.4,57533.4
0.321555E-1,57633.2,57633.2
0.320999E-1,57732.9,57732.9
0.320445E-1,57832.7,57832.7
0.319892E-1,57932.5,57932.5
0.319341E-1,58032.2,58032.2
0.318793E-1,58132.0,58132.0
0.318246E-1,58231.8,58231.8
0.317701E-1,58331.5,58331.5
0.317158E-1,58431.3,58431.3
0.316617E-1,58531.1,58531.1
0.316077E-1,58630.8,58630.8
0.315540E-1,58730.6,58730.6
0.315004E-1,58830.4,58830.3
0.314470E-1,58930.1,58930.1
0.313938E-1,59029.9,59029.9
0.313408E-1,59129.6,59129.6
0.312879E-1,59229.4,59229.4
0.312353E-1,59329.2,59329.2
0.311828E-1,59428.9,59428.9
0.311304E-1,59528.7,59528.7
0.310783E-1,59628.4,59628.4
0.310263E-1,59728.2,59728.2
0.309745E-1,59828.0,59828.0
0.309229E-1,59927.7,59927.7
0.308714E-1,60027.5,60027.5
0.308202E-1,60127.2,60127.2
0.307691E-1,60227.0,60227.0
0.307181E-1,60326.8,60326.8
0.306673E-1,60426.5,60426.5
0.306167E-1,60526.3,60526.3
0.305663E-1,60626.0,60626.0
0.305160E-1,60725.8,60725.8
0.304659E-1,60825.5,60825.5
0.304160E-1,60925.3,60925.3
0.303662E-1,61025.1,61025.1
0.303166E-1,61124.8,61124.8
0.302671E-1,61224.6,61224.6
0.302178E-1,61324.3,61324.3
0.301687E-1,61424.1,61424.1
0.301197E-1,61523.8,61523.8
0.300709E-1,61623.6,61623.6
0.300222E-1,61723.3,61723.3
0.299737E-1,61823.1,61823.1
0.299254E-1,61922.8,61922.8
0.298772E-1,62022.6,62022.6
0.298292E-1,62122.3,62122.3
0.297813E-1,62222.1,62222.1
0.297336E-1,62321.8,62321.8
0.296860E-1,62421.6,62421.6
0.296386E-1,62521.3,62521.3
0.295913E-1,62621.1,62621.1
0.295442E-1,62720.8,62720.8
0.294972E-1,62820.6,62820.6
0.294504E-1,62920.3,62920.3
0.294037E-1,63020.1,63020.1
0.293572E-1,63119.8,63119.8
0.293108E-1,63219.6,63219.6
0.292646E-1,63319.3,63319.3
0.292185E-1,63419.1,63419.1
0.291725E-1,63518.8,63518.8
0.291268E-1,63618.5,63618.5
0.290811E-1,63718.3,63718.3
0.290356E-1,63818.0,63818.0
0.289902E-1,63917.8,63917.8
0.289450E-1,64017.5,64017.5
0.288999E-1,64117.3,64117.3
0.288550E-1,64217.0,64217.0
0.288102E-1,64316.7,64316.7
0.287655E-1,64416.5,64416.5
0.287210E-1,64516.2,64516.2
0.286766E-1,64616.0,64616.0
0.286323E-1,64715.7,64715.7
0.285882E-1,64815.5,64815.4
0.285442E-1,64915.2,64915.2
0.285004E-1,65014.9,65014.9
0.284567E-1,65114.7,65114.7
0.284131E-1,65214.4,65214.4
0.283696E-1,65314.1,65314.1
0.283263E-1,65413.9,65413.9
0.282831E-1,65513.6,65513.6
0.282401E-1,65613.4,65613.3
0.281972E-1,65713.1,65713.1
0.281544E-1,65812.8,65812.8
0.281117E-1,65912.6,65912.6
0.280692E-1,66012.3,66012.3
0.280268E-1,66112.0,66112.0
0.279845E-1,66211.8,66211.8
0.279424E-1,66311.5,66311.5
0.279004E-1,66411.2,66411.2
0.278585E-1,66511.0,66511.0
0.278167E-1,66610.7,66610.7
0.277751E-1,66710.4,66710.4
0.277335E-1,66810.2,66810.2
0.276922E-1,66909.9,66909.9
0.276509E-1,67009.6,67009.6
0.276097E-1,67109.4,67109.4
0.275687E-1,67209.1,67209.1
0.275278E-1,67308.8,67308.8
0.274870E-1,67408.5,67408.5
0.274464E-1,67508.3,67508.3
0.274058E-1,67608.0,67608.0
0.273654E-1,67707.7,67707.7
0.273251E-1,67807.5,67807.5
0.272849E-1,67907.2,67907.2
0.272448E-1,68006.9,68006.9
0.272049E-1,68106.6,68106.6
0.271651E-1,68206.4,68206.4
0.271254E-1,68306.1,68306.1
0.270858E-1,68405.8,68405.8
0.270463E-1,68505.5,68505.5
0.270069E-1,68605.3,68605.3
0.269676E-1,68705.0,68705.0
0.269285E-1,68804.7,68804.7
0.268895E-1,68904.4,68904.4
0.268506E-1,69004.2,69004.2
0.268118E-1,69103.9,69103.9
0.267731E-1,69203.6,69203.6
0.267345E-1,69303.3,69303.3
0.266960E-1,69403.0,69403.0
0.266577E-1,69502.8,69502.8
0.266194E-1,69602.5,69602.5
0.265813E-1,69702.2,69702.2
0.265433E-1,69801.9,69801.9
0.265053E-1,69901.6,69901.6
0.264675E-1,70001.4,70001.4
0.264298E-1,70101.1,70101.1
0.263922E-1,70200.8,70200.8
0.263547E-1,70300.5,70300.5
0.263174E-1,70400.2,70400.2
0.262801E-1,70500.0,70500.0
0.262429E-1,70599.7,70599.7
0.262058E-1,70699.4,70699.4
0.261689E-1,70799.1,70799.1
0.261320E-1,70898.8,70898.8
0.260953E-1,70998.5,70998.5
0.260586E-1,71098.3,71098.2
0.260221E-1,71198.0,71198.0
0.259856E-1,71297.7,71297.7
0.259493E-1,71397.4,71397.4
0.259130E-1,71497.1,71497.1
0.258769E-1,71596.8,71596.8
0.258409E-1,71696.5,71696.5
0.258049E-1,71796.2,71796.2
0.257691E-1,71896.0,71895.9
0.257333E-1,71995.7,71995.7
0.256977E-1,72095.4,72095.4
0.256622E-1,72195.1,72195.1
0.256267E-1,72294.8,72294.8
0.255914E-1,72394.5,72394.5
0.255561E-1,72494.2,72494.2
0.255210E-1,72593.9,72593.9
0.254859E-1,72693.6,72693.6
0.254509E-1,72793.3,72793.3
0.254161E-1,72893.0,72893.0
0.253813E-1,72992.8,72992.7
0.253466E-1,73092.5,73092.5
0.253121E-1,73192.2,73192.2
0.252776E-1,73291.9,73291.9
0.252432E-1,73391.6,73391.6
0.252089E-1,73491.3,73491.3
0.251747E-1,73591.0,73591.0
0.251406E-1,73690.7,73690.7
0.251066E-1,73790.4,73790.4
0.250726E-1,73890.1,73890.1
0.250388E-1,73989.8,73989.8
0.250050E-1,74089.5,74089.5
0.249714E-1,74189.2,74189.2
0.249378E-1,74288.9,74288.9
0.249043E-1,74388.6,74388.6
0.248710E-1,74488.3,74488.3
0.248377E-1,74588.0,74588.0
0.248045E-1,74687.7,74687.7
0.247713E-1,74787.4,74787.4
0.247383E-1,74887.1,74887.1
0.247054E-1,74986.8,74986.8
0.246725E-1,75086.5,75086.5
0.246398E-1,75186.2,75186.2
0.246071E-1,75285.9,75285.9
0.245745E-1,75385.6,75385.6
0.245420E-1,75485.3,75485.3
0.245096E-1,75585.0,75585.0
0.244772E-1,75684.7,75684.7
0.244450E-1,75784.4,75784.4
0.244128E-1,75884.1,75884.1
0.243807E-1,75983.8,75983.8
0.243487E-1,76083.5,76083.5
0.243168E-1,76183.2,76183.2
0.242850E-1,76282.9,76282.9
0.242533E-1,76382.6,76382.5
0.242216E-1,76482.2,76482.2
0.241900E-1,76581.9,76581.9
0.241585E-1,76681.6,76681.6
0.241271E-1,76781.3,76781.3
0.240958E-1,76881.0,76881.0
0.240645E-1,76980.7,76980.7
0.240333E-1,77080.4,77080.4
0.240023E-1,77180.1,77180.1
0.239712E-1,77279.8,77279.8
0.239403E-1,77379.5,77379.5
0.239095E-1,77479.2,77479.1
0.238787E-1,77578.8,77578.8
0.238480E-1,77678.5,77678.5
0.238174E-1,77778.2,77778.2
0.237868E-1,77877.9,77877.9
0.237564E-1,77977.6,77977.6
0.237260E-1,78077.3,78077.3
0.236957E-1,78177.0,78177.0
0.236655E-1,78276.6,78276.6
0.236353E-1,78376.3,78376.3
0.236053E-1,78476.0,78476.0
0.235753E-1,78575.7,78575.7
0.235454E-1,78675.4,78675.4
0.235155E-1,78775.1,78775.1
0.234857E-1,78874.8,78874.8
0.234561E-1,78974.4,78974.4
0.234264E-1,79074.1,79074.1
0.233969E-1,79173.8,79173.8
0.233674E-1,79273.5,79273.5
0.233380E-1,79373.2,79373.2
0.233087E-1,79472.8,79472.8
0.232795E-1,79572.5,79572.5
0.232503E-1,79672.2,79672.2
0.232212E-1,79771.9,79771.9
0.231922E-1,79871.6,79871.6
0.231632E-1,79971.2,79971.2
0.231343E-1,80070.9,80070.9
0.231055E-1,80170.6,80170.6
0.230768E-1,80270.3,80270.3
0.230481E-1,80370.0,80370.0
0.230195E-1,80469.6,80469.6
0.229910E-1,80569.3,80569.3
0.229626E-1,80669.0,80669.0
0.229342E-1,80768.7,80768.7
0.229059E-1,80868.3,80868.3
0.228776E-1,80968.0,80968.0
0.228494E-1,81067.7,81067.7
0.228213E-1,81167.4,81167.4
0.227933E-1,81267.0,81267.0
0.227653E-1,81366.7,81366.7
0.227374E-1,81466.4,81466.4
0.227096E-1,81566.1,81566.0
0.226818E-1,81665.7,81665.7
0.226541E-1,81765.4,81765.4
0.226265E-1,81865.1,81865.1
0.225990E-1,81964.7,81964.7
0.225715E-1,82064.4,82064.4
0.225440E-1,82164.1,82164.1
0.225167E-1,82263.8,82263.7
0.224894E-1,82363.4,82363.4
0.224622E-1,82463.1,82463.1
0.224350E-1,82562.8,82562.8
0.224079E-1,82662.4,82662.4
0.223809E-1,82762.1,82762.1
0.223539E-1,82861.8,82861.8
0.223270E-1,82961.4,82961.4
0.223002E-1,83061.1,83061.1
0.222734E-1,83160.8,83160.8
0.222467E-1,83260.4,83260.4
0.222200E-1,83360.1,83360.1
0.221935E-1,83459.8,83459.8
0.221670E-1,83559.4,83559.4
0.221405E-1,83659.1,83659.1
0.221141E-1,83758.7,83758.7
0.220878E-1,83858.4,83858.4
0.220615E-1,83958.1,83958.1
0.220353E-1,84057.7,84057.7
0.220092E-1,84157.4,84157.4
0.219831E-1,84257.1,84257.1
0.219571E-1,84356.7,84356.7
0.219311E-1,84456.4,84456.4
0.219052E-1,84556.0,84556.0
0.218794E-1,84655.7,84655.7
0.218536E-1,84755.4,84755.4
0.218279E-1,84855.0,84855.0
0.218023E-1,84954.7,84954.7
0.217767E-1,85054.3,85054.3
0.217512E-1,85154.0,85154.0
0.217257E-1,85253.7,85253.7
0.217003E-1,85353.3,85353.3
0.216749E-1,85453.0,85453.0
0.216496E-1,85552.6,85552.6
0.216244E-1,85652.3,85652.3
0.215992E-1,85751.9,85751.9
0.215741E-1,85851.6,85851.6
0.215491E-1,85951.3,85951.2
0.215241E-1,86050.9,86050.9
0.214991E-1,86150.6,86150.6
0.214742E-1,86250.2,86250.2
0.214494E-1,86349.9,86349.9
0.214246E-1,86449.5,86449.5
0.213999E-1,86549.2,86549.2
0.213753E-1,86648.8,86648.8
0.213507E-1,86748.5,86748.5
0.213261E-1,86848.1,86848.1
0.213017E-1,86947.8,86947.8
0.212772E-1,87047.4,87047.4
0.212529E-1,87147.1,87147.1
0.212285E-1,87246.7,87246.7
0.212043E-1,87346.4,87346.4
0.211801E-1,87446.0,87446.0
0.211559E-1,87545.7,87545.7
0.211318E-1,87645.3,87645.3
0.211078E-1,87745.0,87745.0
0.210838E-1,87844.6,87844.6
0.210599E-1,87944.3,87944.3
0.210360E-1,88043.9,88043.9
0.210122E-1,88143.6,88143.6
0.209884E-1,88243.2,88243.2
0.209647E-1,88342.8,88342.8
0.209410E-1,88442.5,88442.5
0.209174E-1,88542.1,88542.1
0.208939E-1,88641.8,88641.8
