X,Y
0.272188E+0010,0.332893E+0009
0.272166E+0010,0.334765E+0009
0.272144E+0010,0.336636E+0009
0.272121E+0010,0.338508E+0009
0.272099E+0010,0.340379E+0009
0.272077E+0010,0.342250E+0009
0.272054E+0010,0.344121E+0009
0.272031E+0010,0.345992E+0009
0.272008E+0010,0.347863E+0009
0.271985E+0010,0.349733E+0009
0.271962E+0010,0.351604E+0009
0.271939E+0010,0.353474E+0009
0.271916E+0010,0.355344E+0009
0.271892E+0010,0.357214E+0009
0.271869E+0010,0.359084E+0009
0.271845E+0010,0.360953E+0009
0.271821E+0010,0.362823E+0009
0.271797E+0010,0.364692E+0009
0.271773E+0010,0.366561E+0009
0.271749E+0010,0.368430E+0009
0.271725E+0010,0.370299E+0009
0.271700E+0010,0.372167E+0009
0.271676E+0010,0.374036E+0009
0.271651E+0010,0.375904E+0009
0.271626E+0010,0.377772E+0009
0.271601E+0010,0.379640E+0009
0.271576E+0010,0.381508E+0009
0.271551E+0010,0.383375E+0009
0.271526E+0010,0.385243E+0009
0.271500E+0010,0.387110E+0009
0.271475E+0010,0.388977E+0009
0.271449E+0010,0.390844E+0009
0.271423E+0010,0.392710E+0009
0.271397E+0010,0.394577E+0009
0.271371E+0010,0.396443E+0009
0.271345E+0010,0.398309E+0009
0.271319E+0010,0.400175E+0009
0.271293E+0010,0.402041E+0009
0.271266E+0010,0.403907E+0009
0.271239E+0010,0.405772E+0009
0.271213E+0010,0.407638E+0009
0.271186E+0010,0.409503E+0009
0.271159E+0010,0.411367E+0009
0.271132E+0010,0.413232E+0009
0.271104E+0010,0.415097E+0009
0.271077E+0010,0.416961E+0009
0.271049E+0010,0.418825E+0009
0.271022E+0010,0.420689E+0009
0.270994E+0010,0.422553E+0009
0.270966E+0010,0.424416E+0009
0.270938E+0010,0.426280E+0009
0.270910E+0010,0.428143E+0009
0.270882E+0010,0.430006E+0009
0.270853E+0010,0.431869E+0009
0.270825E+0010,0.433731E+0009
0.270796E+0010,0.435594E+0009
0.270768E+0010,0.437456E+0009
0.270739E+0010,0.439318E+0009
0.270710E+0010,0.441180E+0009
0.270681E+0010,0.443041E+0009
0.270651E+0010,0.444903E+0009
0.270622E+0010,0.446764E+0009
0.270593E+0010,0.448625E+0009
0.270563E+0010,0.450486E+0009
0.270533E+0010,0.452346E+0009
0.270503E+0010,0.454207E+0009
0.270474E+0010,0.456067E+0009
0.270443E+0010,0.457927E+0009
0.270413E+0010,0.459786E+0009
0.270383E+0010,0.461646E+0009
0.270352E+0010,0.463505E+0009
0.270322E+0010,0.465364E+0009
0.270291E+0010,0.467223E+0009
0.270260E+0010,0.469082E+0009
0.270229E+0010,0.470941E+0009
0.270198E+0010,0.472799E+0009
0.270167E+0010,0.474657E+0009
0.270136E+0010,0.476515E+0009
0.270104E+0010,0.478372E+0009
0.270073E+0010,0.480230E+0009
0.270041E+0010,0.482087E+0009
0.270009E+0010,0.483944E+0009
0.269978E+0010,0.485801E+0009
0.269946E+0010,0.487657E+0009
0.269913E+0010,0.489514E+0009
0.269881E+0010,0.491370E+0009
0.269849E+0010,0.493226E+0009
0.269816E+0010,0.495081E+0009
0.269784E+0010,0.496937E+0009
0.269751E+0010,0.498792E+0009
0.269718E+0010,0.500647E+0009
0.269685E+0010,0.502502E+0009
0.269652E+0010,0.504356E+0009
0.269618E+0010,0.506211E+0009
0.269585E+0010,0.508065E+0009
0.269552E+0010,0.509919E+0009
0.269518E+0010,0.511772E+0009
0.269484E+0010,0.513626E+0009
0.269450E+0010,0.515479E+0009
0.269416E+0010,0.517332E+0009
0.269382E+0010,0.519185E+0009
0.269348E+0010,0.521037E+0009
0.269314E+0010,0.522889E+0009
