X,Y
0.735154E+0009,0.912070E+0008
0.735094E+0009,0.917169E+0008
0.735033E+0009,0.922268E+0008
0.734972E+0009,0.927366E+0008
0.734910E+0009,0.932464E+0008
0.734849E+0009,0.937561E+0008
0.734787E+0009,0.942658E+0008
0.734724E+0009,0.947754E+0008
0.734662E+0009,0.952850E+0008
0.734598E+0009,0.957946E+0008
0.734535E+0009,0.963041E+0008
0.734471E+0009,0.968136E+0008
0.734407E+0009,0.973230E+0008
0.734343E+0009,0.978324E+0008
0.734278E+0009,0.983417E+0008
0.734213E+0009,0.988510E+0008
0.734148E+0009,0.993602E+0008
0.734082E+0009,0.998694E+0008
0.734016E+0009,0.100379E+0009
0.733949E+0009,0.100888E+0009
0.733883E+0009,0.101397E+0009
0.733815E+0009,0.101906E+0009
0.733748E+0009,0.102415E+0009
0.733680E+0009,0.102924E+0009
0.733612E+0009,0.103433E+0009
0.733544E+0009,0.103941E+0009
0.733475E+0009,0.104450E+0009
0.733406E+0009,0.104959E+0009
0.733336E+0009,0.105468E+0009
0.733267E+0009,0.105976E+0009
0.733196E+0009,0.106485E+0009
0.733126E+0009,0.106993E+0009
0.733055E+0009,0.107502E+0009
0.732984E+0009,0.108010E+0009
0.732913E+0009,0.108519E+0009
0.732841E+0009,0.109027E+0009
0.732769E+0009,0.109535E+0009
0.732696E+0009,0.110044E+0009
0.732623E+0009,0.110552E+0009
0.732550E+0009,0.111060E+0009
0.732477E+0009,0.111568E+0009
0.732403E+0009,0.112076E+0009
0.732329E+0009,0.112584E+0009
0.732254E+0009,0.113092E+0009
0.732180E+0009,0.113600E+0009
0.732105E+0009,0.114108E+0009
0.732029E+0009,0.114615E+0009
0.731953E+0009,0.115123E+0009
0.731877E+0009,0.115631E+0009
0.731801E+0009,0.116138E+0009
0.731724E+0009,0.116646E+0009
0.731647E+0009,0.117154E+0009
0.731569E+0009,0.117661E+0009
0.731491E+0009,0.118168E+0009
0.731413E+0009,0.118676E+0009
0.731335E+0009,0.119183E+0009
0.731256E+0009,0.119690E+0009
0.731177E+0009,0.120197E+0009
0.731097E+0009,0.120705E+0009
0.731017E+0009,0.121212E+0009
0.730937E+0009,0.121719E+0009
0.730857E+0009,0.122226E+0009
0.730776E+0009,0.122733E+0009
0.730695E+0009,0.123239E+0009
0.730613E+0009,0.123746E+0009
0.730531E+0009,0.124253E+0009
0.730449E+0009,0.124760E+0009
0.730367E+0009,0.125266E+0009
0.730284E+0009,0.125773E+0009
0.730201E+0009,0.126279E+0009
0.730117E+0009,0.126786E+0009
0.730033E+0009,0.127292E+0009
0.729949E+0009,0.127799E+0009
0.729865E+0009,0.128305E+0009
0.729780E+0009,0.128811E+0009
0.729695E+0009,0.129317E+0009
0.729609E+0009,0.129823E+0009
0.729523E+0009,0.130329E+0009
0.729437E+0009,0.130835E+0009
0.729351E+0009,0.131341E+0009
0.729264E+0009,0.131847E+0009
0.729177E+0009,0.132353E+0009
0.729089E+0009,0.132859E+0009
0.729001E+0009,0.133364E+0009
0.728913E+0009,0.133870E+0009
0.728825E+0009,0.134376E+0009
0.728736E+0009,0.134881E+0009
0.728647E+0009,0.135387E+0009
0.728557E+0009,0.135892E+0009
0.728467E+0009,0.136397E+0009
0.728377E+0009,0.136903E+0009
0.728287E+0009,0.137408E+0009
0.728196E+0009,0.137913E+0009
0.728105E+0009,0.138418E+0009
0.728013E+0009,0.138923E+0009
0.727921E+0009,0.139428E+0009
0.727829E+0009,0.139933E+0009
0.727737E+0009,0.140438E+0009
0.727644E+0009,0.140942E+0009
0.727551E+0009,0.141447E+0009
0.727457E+0009,0.141952E+0009
0.727363E+0009,0.142456E+0009
0.727269E+0009,0.142961E+0009
0.727175E+0009,0.143465E+0009
0.727080E+0009,0.143969E+0009
0.726985E+0009,0.144474E+0009
0.726889E+0009,0.144978E+0009
0.726794E+0009,0.145482E+0009
0.726697E+0009,0.145986E+0009
0.726601E+0009,0.146490E+0009
0.726504E+0009,0.146994E+0009
0.726407E+0009,0.147498E+0009
0.726309E+0009,0.148002E+0009
0.726212E+0009,0.148506E+0009
0.726114E+0009,0.149009E+0009
0.726015E+0009,0.149513E+0009
0.725916E+0009,0.150017E+0009
0.725817E+0009,0.150520E+0009
0.725718E+0009,0.151023E+0009
0.725618E+0009,0.151527E+0009
0.725518E+0009,0.152030E+0009
0.725417E+0009,0.152533E+0009
0.725316E+0009,0.153036E+0009
0.725215E+0009,0.153540E+0009
0.725114E+0009,0.154043E+0009
0.725012E+0009,0.154545E+0009
0.724910E+0009,0.155048E+0009
0.724808E+0009,0.155551E+0009
0.724705E+0009,0.156054E+0009
0.724602E+0009,0.156556E+0009
0.724498E+0009,0.157059E+0009
0.724394E+0009,0.157562E+0009
