mercury,Y,Venus,Y,Earth,Y,Mars,Y
-6.96E+07,-4.65E+06,-1.08E+08,-1.06E+07,-1.51E+08,-1.45E+07,-2.48E+08,-2.09E+07
-6.96E+07,-4.68E+06,-1.08E+08,-1.07E+07,-1.51E+08,-1.46E+07,-2.48E+08,-2.10E+07
-6.96E+07,-4.71E+06,-1.08E+08,-1.07E+07,-1.51E+08,-1.47E+07,-2.48E+08,-2.11E+07
-6.96E+07,-4.74E+06,-1.08E+08,-1.08E+07,-1.51E+08,-1.48E+07,-2.48E+08,-2.13E+07
-6.96E+07,-4.77E+06,-1.08E+08,-1.09E+07,-1.51E+08,-1.49E+07,-2.48E+08,-2.14E+07
-6.96E+07,-4.80E+06,-1.08E+08,-1.09E+07,-1.51E+08,-1.50E+07,-2.48E+08,-2.15E+07
-6.96E+07,-4.83E+06,-1.08E+08,-1.10E+07,-1.51E+08,-1.51E+07,-2.48E+08,-2.17E+07
-6.96E+07,-4.86E+06,-1.08E+08,-1.11E+07,-1.51E+08,-1.52E+07,-2.48E+08,-2.18E+07
-6.96E+07,-4.89E+06,-1.08E+08,-1.11E+07,-1.51E+08,-1.53E+07,-2.48E+08,-2.19E+07
-6.96E+07,-4.92E+06,-1.08E+08,-1.12E+07,-1.51E+08,-1.54E+07,-2.48E+08,-2.20E+07
-6.96E+07,-4.95E+06,-1.08E+08,-1.13E+07,-1.51E+08,-1.55E+07,-2.48E+08,-2.22E+07
-6.96E+07,-4.98E+06,-1.08E+08,-1.13E+07,-1.51E+08,-1.56E+07,-2.48E+08,-2.23E+07
-6.96E+07,-5.01E+06,-1.08E+08,-1.14E+07,-1.51E+08,-1.56E+07,-2.48E+08,-2.24E+07
-6.96E+07,-5.04E+06,-1.08E+08,-1.15E+07,-1.51E+08,-1.57E+07,-2.48E+08,-2.26E+07
-6.96E+07,-5.06E+06,-1.08E+08,-1.16E+07,-1.51E+08,-1.58E+07,-2.48E+08,-2.27E+07
-6.96E+07,-5.09E+06,-1.08E+08,-1.16E+07,-1.51E+08,-1.59E+07,-2.48E+08,-2.28E+07
-6.96E+07,-5.12E+06,-1.08E+08,-1.17E+07,-1.51E+08,-1.60E+07,-2.48E+08,-2.30E+07
-6.96E+07,-5.15E+06,-1.08E+08,-1.18E+07,-1.51E+08,-1.61E+07,-2.48E+08,-2.31E+07
-6.96E+07,-5.18E+06,-1.08E+08,-1.18E+07,-1.51E+08,-1.62E+07,-2.48E+08,-2.32E+07
-6.96E+07,-5.21E+06,-1.08E+08,-1.19E+07,-1.51E+08,-1.63E+07,-2.48E+08,-2.33E+07
-6.96E+07,-5.24E+06,-1.08E+08,-1.20E+07,-1.51E+08,-1.64E+07,-2.48E+08,-2.35E+07
-6.96E+07,-5.27E+06,-1.08E+08,-1.20E+07,-1.51E+08,-1.65E+07,-2.48E+08,-2.36E+07
-6.96E+07,-5.30E+06,-1.08E+08,-1.21E+07,-1.51E+08,-1.66E+07,-2.48E+08,-2.37E+07
-6.96E+07,-5.33E+06,-1.08E+08,-1.22E+07,-1.51E+08,-1.67E+07,-2.48E+08,-2.39E+07
-6.96E+07,-5.36E+06,-1.08E+08,-1.22E+07,-1.51E+08,-1.68E+07,-2.48E+08,-2.40E+07
-6.96E+07,-5.39E+06,-1.08E+08,-1.23E+07,-1.51E+08,-1.68E+07,-2.48E+08,-2.41E+07
-6.96E+07,-5.42E+06,-1.08E+08,-1.24E+07,-1.51E+08,-1.69E+07,-2.48E+08,-2.42E+07
-6.96E+07,-5.45E+06,-1.08E+08,-1.24E+07,-1.51E+08,-1.70E+07,-2.48E+08,-2.44E+07
-6.96E+07,-5.48E+06,-1.08E+08,-1.25E+07,-1.51E+08,-1.71E+07,-2.48E+08,-2.45E+07
-6.96E+07,-5.51E+06,-1.08E+08,-1.26E+07,-1.51E+08,-1.72E+07,-2.48E+08,-2.46E+07
-6.96E+07,-5.54E+06,-1.08E+08,-1.26E+07,-1.51E+08,-1.73E+07,-2.48E+08,-2.48E+07
-6.96E+07,-5.56E+06,-1.08E+08,-1.27E+07,-1.51E+08,-1.74E+07,-2.48E+08,-2.49E+07
-6.95E+07,-5.59E+06,-1.08E+08,-1.28E+07,-1.51E+08,-1.75E+07,-2.48E+08,-2.50E+07
-6.95E+07,-5.62E+06,-1.08E+08,-1.28E+07,-1.51E+08,-1.76E+07,-2.48E+08,-2.52E+07
-6.95E+07,-5.65E+06,-1.08E+08,-1.29E+07,-1.51E+08,-1.77E+07,-2.48E+08,-2.53E+07
-6.95E+07,-5.68E+06,-1.08E+08,-1.30E+07,-1.51E+08,-1.78E+07,-2.48E+08,-2.54E+07
-6.95E+07,-5.71E+06,-1.08E+08,-1.30E+07,-1.51E+08,-1.79E+07,-2.48E+08,-2.55E+07
-6.95E+07,-5.74E+06,-1.08E+08,-1.31E+07,-1.51E+08,-1.79E+07,-2.48E+08,-2.57E+07
-6.95E+07,-5.77E+06,-1.08E+08,-1.32E+07,-1.51E+08,-1.80E+07,-2.48E+08,-2.58E+07
-6.95E+07,-5.80E+06,-1.08E+08,-1.32E+07,-1.51E+08,-1.81E+07,-2.48E+08,-2.59E+07
-6.95E+07,-5.83E+06,-1.08E+08,-1.33E+07,-1.51E+08,-1.82E+07,-2.48E+08,-2.61E+07
-6.95E+07,-5.86E+06,-1.08E+08,-1.34E+07,-1.51E+08,-1.83E+07,-2.48E+08,-2.62E+07
-6.95E+07,-5.89E+06,-1.08E+08,-1.34E+07,-1.51E+08,-1.84E+07,-2.48E+08,-2.63E+07
-6.95E+07,-5.92E+06,-1.08E+08,-1.35E+07,-1.51E+08,-1.85E+07,-2.48E+08,-2.65E+07
-6.95E+07,-5.95E+06,-1.08E+08,-1.36E+07,-1.51E+08,-1.86E+07,-2.48E+08,-2.66E+07
-6.95E+07,-5.98E+06,-1.08E+08,-1.36E+07,-1.51E+08,-1.87E+07,-2.48E+08,-2.67E+07
-6.95E+07,-6.01E+06,-1.08E+08,-1.37E+07,-1.51E+08,-1.88E+07,-2.48E+08,-2.68E+07
-6.95E+07,-6.04E+06,-1.08E+08,-1.38E+07,-1.51E+08,-1.89E+07,-2.48E+08,-2.70E+07
-6.95E+07,-6.06E+06,-1.08E+08,-1.38E+07,-1.51E+08,-1.90E+07,-2.48E+08,-2.71E+07
-6.95E+07,-6.09E+06,-1.08E+08,-1.39E+07,-1.51E+08,-1.90E+07,-2.48E+08,-2.72E+07
-6.95E+07,-6.12E+06,-1.08E+08,-1.40E+07,-1.51E+08,-1.91E+07,-2.47E+08,-2.74E+07
-6.95E+07,-6.15E+06,-1.08E+08,-1.40E+07,-1.51E+08,-1.92E+07,-2.47E+08,-2.75E+07
-6.95E+07,-6.18E+06,-1.08E+08,-1.41E+07,-1.51E+08,-1.93E+07,-2.47E+08,-2.76E+07
-6.95E+07,-6.21E+06,-1.08E+08,-1.42E+07,-1.51E+08,-1.94E+07,-2.47E+08,-2.77E+07
-6.95E+07,-6.24E+06,-1.08E+08,-1.42E+07,-1.51E+08,-1.95E+07,-2.47E+08,-2.79E+07
-6.95E+07,-6.27E+06,-1.08E+08,-1.43E+07,-1.51E+08,-1.96E+07,-2.47E+08,-2.80E+07
-6.95E+07,-6.30E+06,-1.08E+08,-1.44E+07,-1.51E+08,-1.97E+07,-2.47E+08,-2.81E+07
-6.95E+07,-6.33E+06,-1.08E+08,-1.44E+07,-1.51E+08,-1.98E+07,-2.47E+08,-2.83E+07
-6.95E+07,-6.36E+06,-1.08E+08,-1.45E+07,-1.51E+08,-1.99E+07,-2.47E+08,-2.84E+07
-6.95E+07,-6.39E+06,-1.08E+08,-1.46E+07,-1.51E+08,-2.00E+07,-2.47E+08,-2.85E+07
-6.95E+07,-6.42E+06,-1.08E+08,-1.46E+07,-1.51E+08,-2.01E+07,-2.47E+08,-2.87E+07
-6.95E+07,-6.45E+06,-1.08E+08,-1.47E+07,-1.51E+08,-2.01E+07,-2.47E+08,-2.88E+07
-6.95E+07,-6.48E+06,-1.08E+08,-1.48E+07,-1.51E+08,-2.02E+07,-2.47E+08,-2.89E+07
-6.94E+07,-6.51E+06,-1.08E+08,-1.48E+07,-1.51E+08,-2.03E+07,-2.47E+08,-2.90E+07
-6.94E+07,-6.53E+06,-1.08E+08,-1.49E+07,-1.51E+08,-2.04E+07,-2.47E+08,-2.92E+07
-6.94E+07,-6.56E+06,-1.08E+08,-1.50E+07,-1.51E+08,-2.05E+07,-2.47E+08,-2.93E+07
-6.94E+07,-6.59E+06,-1.08E+08,-1.50E+07,-1.51E+08,-2.06E+07,-2.47E+08,-2.94E+07
-6.94E+07,-6.62E+06,-1.08E+08,-1.51E+07,-1.51E+08,-2.07E+07,-2.47E+08,-2.96E+07
-6.94E+07,-6.65E+06,-1.08E+08,-1.52E+07,-1.51E+08,-2.08E+07,-2.47E+08,-2.97E+07
-6.94E+07,-6.68E+06,-1.08E+08,-1.52E+07,-1.51E+08,-2.09E+07,-2.47E+08,-2.98E+07
-6.94E+07,-6.71E+06,-1.08E+08,-1.53E+07,-1.51E+08,-2.10E+07,-2.47E+08,-3.00E+07
-6.94E+07,-6.74E+06,-1.08E+08,-1.54E+07,-1.51E+08,-2.11E+07,-2.47E+08,-3.01E+07
-6.94E+07,-6.77E+06,-1.08E+08,-1.54E+07,-1.51E+08,-2.12E+07,-2.47E+08,-3.02E+07
-6.94E+07,-6.80E+06,-1.08E+08,-1.55E+07,-1.51E+08,-2.12E+07,-2.47E+08,-3.03E+07
-6.94E+07,-6.83E+06,-1.08E+08,-1.56E+07,-1.51E+08,-2.13E+07,-2.47E+08,-3.05E+07
-6.94E+07,-6.86E+06,-1.08E+08,-1.56E+07,-1.51E+08,-2.14E+07,-2.47E+08,-3.06E+07
-6.94E+07,-6.89E+06,-1.08E+08,-1.57E+07,-1.51E+08,-2.15E+07,-2.47E+08,-3.07E+07
-6.94E+07,-6.92E+06,-1.08E+08,-1.58E+07,-1.51E+08,-2.16E+07,-2.47E+08,-3.09E+07
-6.94E+07,-6.95E+06,-1.08E+08,-1.58E+07,-1.51E+08,-2.17E+07,-2.47E+08,-3.10E+07
-6.94E+07,-6.98E+06,-1.08E+08,-1.59E+07,-1.51E+08,-2.18E+07,-2.47E+08,-3.11E+07
-6.94E+07,-7.00E+06,-1.08E+08,-1.60E+07,-1.51E+08,-2.19E+07,-2.47E+08,-3.12E+07
-6.94E+07,-7.03E+06,-1.08E+08,-1.60E+07,-1.51E+08,-2.20E+07,-2.47E+08,-3.14E+07
-6.94E+07,-7.06E+06,-1.08E+08,-1.61E+07,-1.51E+08,-2.21E+07,-2.47E+08,-3.15E+07
-6.94E+07,-7.09E+06,-1.08E+08,-1.62E+07,-1.50E+08,-2.22E+07,-2.47E+08,-3.16E+07
-6.94E+07,-7.12E+06,-1.08E+08,-1.62E+07,-1.50E+08,-2.22E+07,-2.47E+08,-3.18E+07
-6.94E+07,-7.15E+06,-1.08E+08,-1.63E+07,-1.50E+08,-2.23E+07,-2.47E+08,-3.19E+07
-6.94E+07,-7.18E+06,-1.08E+08,-1.64E+07,-1.50E+08,-2.24E+07,-2.47E+08,-3.20E+07
-6.94E+07,-7.21E+06,-1.08E+08,-1.64E+07,-1.50E+08,-2.25E+07,-2.47E+08,-3.21E+07
-6.94E+07,-7.24E+06,-1.08E+08,-1.65E+07,-1.50E+08,-2.26E+07,-2.47E+08,-3.23E+07
-6.94E+07,-7.27E+06,-1.08E+08,-1.66E+07,-1.50E+08,-2.27E+07,-2.47E+08,-3.24E+07
-6.93E+07,-7.30E+06,-1.08E+08,-1.66E+07,-1.50E+08,-2.28E+07,-2.47E+08,-3.25E+07
-6.93E+07,-7.33E+06,-1.08E+08,-1.67E+07,-1.50E+08,-2.29E+07,-2.47E+08,-3.27E+07
-6.93E+07,-7.36E+06,-1.08E+08,-1.68E+07,-1.50E+08,-2.30E+07,-2.47E+08,-3.28E+07
-6.93E+07,-7.39E+06,-1.08E+08,-1.68E+07,-1.50E+08,-2.31E+07,-2.47E+08,-3.29E+07
-6.93E+07,-7.42E+06,-1.08E+08,-1.69E+07,-1.50E+08,-2.32E+07,-2.47E+08,-3.31E+07
-6.93E+07,-7.44E+06,-1.08E+08,-1.70E+07,-1.50E+08,-2.33E+07,-2.47E+08,-3.32E+07
-6.93E+07,-7.47E+06,-1.08E+08,-1.70E+07,-1.50E+08,-2.33E+07,-2.47E+08,-3.33E+07
-6.93E+07,-7.50E+06,-1.08E+08,-1.71E+07,-1.50E+08,-2.34E+07,-2.47E+08,-3.34E+07
-6.93E+07,-7.53E+06,-1.08E+08,-1.72E+07,-1.50E+08,-2.35E+07,-2.47E+08,-3.36E+07
-6.93E+07,-7.56E+06,-1.08E+08,-1.72E+07,-1.50E+08,-2.36E+07,-2.47E+08,-3.37E+07
-6.93E+07,-7.59E+06,-1.08E+08,-1.73E+07,-1.50E+08,-2.37E+07,-2.47E+08,-3.38E+07
-6.93E+07,-7.62E+06,-1.08E+08,-1.74E+07,-1.50E+08,-2.38E+07,-2.47E+08,-3.40E+07
-6.93E+07,-7.65E+06,-1.08E+08,-1.74E+07,-1.50E+08,-2.39E+07,-2.47E+08,-3.41E+07
-6.93E+07,-7.68E+06,-1.08E+08,-1.75E+07,-1.50E+08,-2.40E+07,-2.47E+08,-3.42E+07
-6.93E+07,-7.71E+06,-1.08E+08,-1.76E+07,-1.50E+08,-2.41E+07,-2.47E+08,-3.43E+07
-6.93E+07,-7.74E+06,-1.08E+08,-1.76E+07,-1.50E+08,-2.42E+07,-2.47E+08,-3.45E+07
-6.93E+07,-7.77E+06,-1.08E+08,-1.77E+07,-1.50E+08,-2.43E+07,-2.46E+08,-3.46E+07
-6.93E+07,-7.80E+06,-1.08E+08,-1.78E+07,-1.50E+08,-2.43E+07,-2.46E+08,-3.47E+07
-6.93E+07,-7.83E+06,-1.07E+08,-1.78E+07,-1.50E+08,-2.44E+07,-2.46E+08,-3.49E+07
-6.93E+07,-7.85E+06,-1.07E+08,-1.79E+07,-1.50E+08,-2.45E+07,-2.46E+08,-3.50E+07
-6.93E+07,-7.88E+06,-1.07E+08,-1.80E+07,-1.50E+08,-2.46E+07,-2.46E+08,-3.51E+07
-6.93E+07,-7.91E+06,-1.07E+08,-1.80E+07,-1.50E+08,-2.47E+07,-2.46E+08,-3.52E+07
-6.93E+07,-7.94E+06,-1.07E+08,-1.81E+07,-1.50E+08,-2.48E+07,-2.46E+08,-3.54E+07
-6.93E+07,-7.97E+06,-1.07E+08,-1.82E+07,-1.50E+08,-2.49E+07,-2.46E+08,-3.55E+07
-6.93E+07,-8.00E+06,-1.07E+08,-1.82E+07,-1.50E+08,-2.50E+07,-2.46E+08,-3.56E+07
-6.92E+07,-8.03E+06,-1.07E+08,-1.83E+07,-1.50E+08,-2.51E+07,-2.46E+08,-3.58E+07
-6.92E+07,-8.06E+06,-1.07E+08,-1.84E+07,-1.50E+08,-2.52E+07,-2.46E+08,-3.59E+07
-6.92E+07,-8.09E+06,-1.07E+08,-1.84E+07,-1.50E+08,-2.53E+07,-2.46E+08,-3.60E+07
-6.92E+07,-8.12E+06,-1.07E+08,-1.85E+07,-1.50E+08,-2.54E+07,-2.46E+08,-3.62E+07
-6.92E+07,-8.15E+06,-1.07E+08,-1.86E+07,-1.50E+08,-2.54E+07,-2.46E+08,-3.63E+07
-6.92E+07,-8.18E+06,-1.07E+08,-1.86E+07,-1.50E+08,-2.55E+07,-2.46E+08,-3.64E+07
-6.92E+07,-8.21E+06,-1.07E+08,-1.87E+07,-1.50E+08,-2.56E+07,-2.46E+08,-3.65E+07
-6.92E+07,-8.24E+06,-1.07E+08,-1.88E+07,-1.50E+08,-2.57E+07,-2.46E+08,-3.67E+07
-6.92E+07,-8.26E+06,-1.07E+08,-1.88E+07,-1.50E+08,-2.58E+07,-2.46E+08,-3.68E+07
-6.92E+07,-8.29E+06,-1.07E+08,-1.89E+07,-1.50E+08,-2.59E+07,-2.46E+08,-3.69E+07
-6.92E+07,-8.32E+06,-1.07E+08,-1.90E+07,-1.50E+08,-2.60E+07,-2.46E+08,-3.71E+07
-6.92E+07,-8.35E+06,-1.07E+08,-1.90E+07,-1.50E+08,-2.61E+07,-2.46E+08,-3.72E+07
-6.92E+07,-8.38E+06,-1.07E+08,-1.91E+07,-1.50E+08,-2.62E+07,-2.46E+08,-3.73E+07
-6.92E+07,-8.41E+06,-1.07E+08,-1.92E+07,-1.50E+08,-2.63E+07,-2.46E+08,-3.74E+07
-6.92E+07,-8.44E+06,-1.07E+08,-1.92E+07,-1.50E+08,-2.64E+07,-2.46E+08,-3.76E+07
-6.92E+07,-8.47E+06,-1.07E+08,-1.93E+07,-1.50E+08,-2.64E+07,-2.46E+08,-3.77E+07
-6.92E+07,-8.50E+06,-1.07E+08,-1.94E+07,-1.50E+08,-2.65E+07,-2.46E+08,-3.78E+07
-6.92E+07,-8.53E+06,-1.07E+08,-1.94E+07,-1.50E+08,-2.66E+07,-2.46E+08,-3.80E+07
-6.92E+07,-8.56E+06,-1.07E+08,-1.95E+07,-1.50E+08,-2.67E+07,-2.46E+08,-3.81E+07
-6.92E+07,-8.59E+06,-1.07E+08,-1.96E+07,-1.50E+08,-2.68E+07,-2.46E+08,-3.82E+07
-6.92E+07,-8.62E+06,-1.07E+08,-1.96E+07,-1.50E+08,-2.69E+07,-2.46E+08,-3.83E+07
-6.92E+07,-8.64E+06,-1.07E+08,-1.97E+07,-1.50E+08,-2.70E+07,-2.46E+08,-3.85E+07
-6.91E+07,-8.67E+06,-1.07E+08,-1.98E+07,-1.50E+08,-2.71E+07,-2.46E+08,-3.86E+07
-6.91E+07,-8.70E+06,-1.07E+08,-1.98E+07,-1.50E+08,-2.72E+07,-2.46E+08,-3.87E+07
-6.91E+07,-8.73E+06,-1.07E+08,-1.99E+07,-1.50E+08,-2.73E+07,-2.46E+08,-3.89E+07
-6.91E+07,-8.76E+06,-1.07E+08,-2.00E+07,-1.50E+08,-2.74E+07,-2.46E+08,-3.90E+07
-6.91E+07,-8.79E+06,-1.07E+08,-2.00E+07,-1.50E+08,-2.74E+07,-2.46E+08,-3.91E+07
-6.91E+07,-8.82E+06,-1.07E+08,-2.01E+07,-1.50E+08,-2.75E+07,-2.46E+08,-3.92E+07
-6.91E+07,-8.85E+06,-1.07E+08,-2.02E+07,-1.50E+08,-2.76E+07,-2.46E+08,-3.94E+07
-6.91E+07,-8.88E+06,-1.07E+08,-2.02E+07,-1.50E+08,-2.77E+07,-2.46E+08,-3.95E+07
-6.91E+07,-8.91E+06,-1.07E+08,-2.03E+07,-1.50E+08,-2.78E+07,-2.46E+08,-3.96E+07
-6.91E+07,-8.94E+06,-1.07E+08,-2.04E+07,-1.50E+08,-2.79E+07,-2.46E+08,-3.98E+07
-6.91E+07,-8.97E+06,-1.07E+08,-2.04E+07,-1.49E+08,-2.80E+07,-2.46E+08,-3.99E+07
-6.91E+07,-9.00E+06,-1.07E+08,-2.05E+07,-1.49E+08,-2.81E+07,-2.46E+08,-4.00E+07
-6.91E+07,-9.03E+06,-1.07E+08,-2.06E+07,-1.49E+08,-2.82E+07,-2.46E+08,-4.01E+07
-6.91E+07,-9.05E+06,-1.07E+08,-2.06E+07,-1.49E+08,-2.83E+07,-2.46E+08,-4.03E+07
-6.91E+07,-9.08E+06,-1.07E+08,-2.07E+07,-1.49E+08,-2.84E+07,-2.46E+08,-4.04E+07
-6.91E+07,-9.11E+06,-1.07E+08,-2.08E+07,-1.49E+08,-2.84E+07,-2.45E+08,-4.05E+07
-6.91E+07,-9.14E+06,-1.07E+08,-2.08E+07,-1.49E+08,-2.85E+07,-2.45E+08,-4.07E+07
-6.91E+07,-9.17E+06,-1.07E+08,-2.09E+07,-1.49E+08,-2.86E+07,-2.45E+08,-4.08E+07
-6.91E+07,-9.20E+06,-1.07E+08,-2.10E+07,-1.49E+08,-2.87E+07,-2.45E+08,-4.09E+07
-6.91E+07,-9.23E+06,-1.07E+08,-2.10E+07,-1.49E+08,-2.88E+07,-2.45E+08,-4.10E+07
-6.91E+07,-9.26E+06,-1.07E+08,-2.11E+07,-1.49E+08,-2.89E+07,-2.45E+08,-4.12E+07
-6.90E+07,-9.29E+06,-1.07E+08,-2.12E+07,-1.49E+08,-2.90E+07,-2.45E+08,-4.13E+07
-6.90E+07,-9.32E+06,-1.07E+08,-2.12E+07,-1.49E+08,-2.91E+07,-2.45E+08,-4.14E+07
-6.90E+07,-9.35E+06,-1.07E+08,-2.13E+07,-1.49E+08,-2.92E+07,-2.45E+08,-4.16E+07
-6.90E+07,-9.38E+06,-1.07E+08,-2.14E+07,-1.49E+08,-2.93E+07,-2.45E+08,-4.17E+07
-6.90E+07,-9.40E+06,-1.07E+08,-2.14E+07,-1.49E+08,-2.94E+07,-2.45E+08,-4.18E+07
-6.90E+07,-9.43E+06,-1.07E+08,-2.15E+07,-1.49E+08,-2.94E+07,-2.45E+08,-4.19E+07
-6.90E+07,-9.46E+06,-1.07E+08,-2.16E+07,-1.49E+08,-2.95E+07,-2.45E+08,-4.21E+07
-6.90E+07,-9.49E+06,-1.07E+08,-2.16E+07,-1.49E+08,-2.96E+07,-2.45E+08,-4.22E+07
-6.90E+07,-9.52E+06,-1.07E+08,-2.17E+07,-1.49E+08,-2.97E+07,-2.45E+08,-4.23E+07
-6.90E+07,-9.55E+06,-1.07E+08,-2.18E+07,-1.49E+08,-2.98E+07,-2.45E+08,-4.25E+07
-6.90E+07,-9.58E+06,-1.07E+08,-2.18E+07,-1.49E+08,-2.99E+07,-2.45E+08,-4.26E+07
-6.90E+07,-9.61E+06,-1.07E+08,-2.19E+07,-1.49E+08,-3.00E+07,-2.45E+08,-4.27E+07
-6.90E+07,-9.64E+06,-1.07E+08,-2.20E+07,-1.49E+08,-3.01E+07,-2.45E+08,-4.28E+07
-6.90E+07,-9.67E+06,-1.07E+08,-2.20E+07,-1.49E+08,-3.02E+07,-2.45E+08,-4.30E+07
-6.90E+07,-9.70E+06,-1.07E+08,-2.21E+07,-1.49E+08,-3.03E+07,-2.45E+08,-4.31E+07
-6.90E+07,-9.73E+06,-1.07E+08,-2.22E+07,-1.49E+08,-3.03E+07,-2.45E+08,-4.32E+07
-6.90E+07,-9.75E+06,-1.07E+08,-2.22E+07,-1.49E+08,-3.04E+07,-2.45E+08,-4.34E+07
-6.90E+07,-9.78E+06,-1.07E+08,-2.23E+07,-1.49E+08,-3.05E+07,-2.45E+08,-4.35E+07
-6.90E+07,-9.81E+06,-1.07E+08,-2.24E+07,-1.49E+08,-3.06E+07,-2.45E+08,-4.36E+07
-6.90E+07,-9.84E+06,-1.07E+08,-2.24E+07,-1.49E+08,-3.07E+07,-2.45E+08,-4.37E+07
-6.89E+07,-9.87E+06,-1.07E+08,-2.25E+07,-1.49E+08,-3.08E+07,-2.45E+08,-4.39E+07
-6.89E+07,-9.90E+06,-1.07E+08,-2.25E+07,-1.49E+08,-3.09E+07,-2.45E+08,-4.40E+07
-6.89E+07,-9.93E+06,-1.07E+08,-2.26E+07,-1.49E+08,-3.10E+07,-2.45E+08,-4.41E+07
-6.89E+07,-9.96E+06,-1.07E+08,-2.27E+07,-1.49E+08,-3.11E+07,-2.45E+08,-4.42E+07
-6.89E+07,-9.99E+06,-1.07E+08,-2.27E+07,-1.49E+08,-3.12E+07,-2.45E+08,-4.44E+07
-6.89E+07,-1.00E+07,-1.07E+08,-2.28E+07,-1.49E+08,-3.13E+07,-2.45E+08,-4.45E+07
-6.89E+07,-1.00E+07,-1.07E+08,-2.29E+07,-1.49E+08,-3.13E+07,-2.45E+08,-4.46E+07
-6.89E+07,-1.01E+07,-1.07E+08,-2.29E+07,-1.49E+08,-3.14E+07,-2.45E+08,-4.48E+07
-6.89E+07,-1.01E+07,-1.06E+08,-2.30E+07,-1.49E+08,-3.15E+07,-2.45E+08,-4.49E+07
-6.89E+07,-1.01E+07,-1.06E+08,-2.31E+07,-1.49E+08,-3.16E+07,-2.45E+08,-4.50E+07
-6.89E+07,-1.02E+07,-1.06E+08,-2.31E+07,-1.49E+08,-3.17E+07,-2.45E+08,-4.51E+07
-6.89E+07,-1.02E+07,-1.06E+08,-2.32E+07,-1.49E+08,-3.18E+07,-2.45E+08,-4.53E+07
-6.89E+07,-1.02E+07,-1.06E+08,-2.33E+07,-1.49E+08,-3.19E+07,-2.45E+08,-4.54E+07
-6.89E+07,-1.03E+07,-1.06E+08,-2.33E+07,-1.49E+08,-3.20E+07,-2.45E+08,-4.55E+07
-6.89E+07,-1.03E+07,-1.06E+08,-2.34E+07,-1.49E+08,-3.21E+07,-2.44E+08,-4.57E+07
-6.89E+07,-1.03E+07,-1.06E+08,-2.35E+07,-1.49E+08,-3.22E+07,-2.44E+08,-4.58E+07
-6.89E+07,-1.03E+07,-1.06E+08,-2.35E+07,-1.49E+08,-3.22E+07,-2.44E+08,-4.59E+07
-6.89E+07,-1.04E+07,-1.06E+08,-2.36E+07,-1.49E+08,-3.23E+07,-2.44E+08,-4.60E+07
-6.88E+07,-1.04E+07,-1.06E+08,-2.37E+07,-1.49E+08,-3.24E+07,-2.44E+08,-4.62E+07
-6.88E+07,-1.04E+07,-1.06E+08,-2.37E+07,-1.49E+08,-3.25E+07,-2.44E+08,-4.63E+07
-6.88E+07,-1.05E+07,-1.06E+08,-2.38E+07,-1.49E+08,-3.26E+07,-2.44E+08,-4.64E+07
-6.88E+07,-1.05E+07,-1.06E+08,-2.39E+07,-1.49E+08,-3.27E+07,-2.44E+08,-4.66E+07
-6.88E+07,-1.05E+07,-1.06E+08,-2.39E+07,-1.49E+08,-3.28E+07,-2.44E+08,-4.67E+07
-6.88E+07,-1.05E+07,-1.06E+08,-2.40E+07,-1.48E+08,-3.29E+07,-2.44E+08,-4.68E+07
-6.88E+07,-1.06E+07,-1.06E+08,-2.41E+07,-1.48E+08,-3.30E+07,-2.44E+08,-4.69E+07
-6.88E+07,-1.06E+07,-1.06E+08,-2.41E+07,-1.48E+08,-3.31E+07,-2.44E+08,-4.71E+07
-6.88E+07,-1.06E+07,-1.06E+08,-2.42E+07,-1.48E+08,-3.31E+07,-2.44E+08,-4.72E+07
-6.88E+07,-1.07E+07,-1.06E+08,-2.43E+07,-1.48E+08,-3.32E+07,-2.44E+08,-4.73E+07
-6.88E+07,-1.07E+07,-1.06E+08,-2.43E+07,-1.48E+08,-3.33E+07,-2.44E+08,-4.74E+07
-6.88E+07,-1.07E+07,-1.06E+08,-2.44E+07,-1.48E+08,-3.34E+07,-2.44E+08,-4.76E+07
-6.88E+07,-1.07E+07,-1.06E+08,-2.45E+07,-1.48E+08,-3.35E+07,-2.44E+08,-4.77E+07
-6.88E+07,-1.08E+07,-1.06E+08,-2.45E+07,-1.48E+08,-3.36E+07,-2.44E+08,-4.78E+07
-6.88E+07,-1.08E+07,-1.06E+08,-2.46E+07,-1.48E+08,-3.37E+07,-2.44E+08,-4.80E+07
-6.88E+07,-1.08E+07,-1.06E+08,-2.47E+07,-1.48E+08,-3.38E+07,-2.44E+08,-4.81E+07
-6.88E+07,-1.09E+07,-1.06E+08,-2.47E+07,-1.48E+08,-3.39E+07,-2.44E+08,-4.82E+07
-6.88E+07,-1.09E+07,-1.06E+08,-2.48E+07,-1.48E+08,-3.40E+07,-2.44E+08,-4.83E+07
-6.87E+07,-1.09E+07,-1.06E+08,-2.49E+07,-1.48E+08,-3.41E+07,-2.44E+08,-4.85E+07
-6.87E+07,-1.09E+07,-1.06E+08,-2.49E+07,-1.48E+08,-3.41E+07,-2.44E+08,-4.86E+07
-6.87E+07,-1.10E+07,-1.06E+08,-2.50E+07,-1.48E+08,-3.42E+07,-2.44E+08,-4.87E+07
-6.87E+07,-1.10E+07,-1.06E+08,-2.51E+07,-1.48E+08,-3.43E+07,-2.44E+08,-4.89E+07
